User ID,Predicts
A2BH04B9G9LOYA,"B01B4OIJ6M,B005CVGJFM,B00172I5IE,B00UI3OLZE,B001VJVP0S,B00AAV845M,B0001EKVGS,B00O56OWV8,B0161ZC5GY,B00G193RVI,"
APDRTZZZ13HUM,"B008VKEA9I,B0010JREC2,B00C8FVXQA,B00F6XZVXC,B0012XM8MC,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,"
ACQYIC13JXAOI,"B001FYZAWS,B00KYCLTCM,B001QTLNK0,B00SNM5US4,B001NZF2Q8,B01B4OIJ62,B004IZA3YG,B000GEJQKK,B001GAOUZY,B01GKH6FTQ,"
ASODUN15U3MLP,"B0010MGK6A,B008MAPGEK,B00ZZ8XOD2,B00BJ5XCBE,B0006PJRRG,B01G2KWBZS,B0006PJRVM,B00PKA9NWQ,B009C5NAJC,B00172BJ3W,"
A3VBZDYGHF4NK8,"B01GKH6FTQ,B0032Z24JU,B000O5WCN4,B0015Z52JS,B001Q58FAK,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,"
A2PD27UKAD3Q00,"B00B4F0LZ4,B0015ZC0ZM,B00PX78KPM,B00014GT8W,B003BT6HNQ,B01CP39HMG,B001NZ1OWO,B00TKOK5KC,B002SQ6K1M,B0058YKIA0,"
A306NASGVUDFKF,"B001NZ1OWO,B00TKOK5KC,B002SQ6K1M,B01G2LKQTK,B0058YKIA0,B000GEJQKK,B001GAOUZY,B0015Z90NC,B0010MGNK8,B00940L86C,"
A3CW8OUDH7M079,"B01CP39HMG,B01B3QIEPC,B00JZ2AURM,B01CP39M4O,B004XMAVFA,B004QA77JW,B01CP39FL4,B00QA29O2C,B00XNTNH6Y,B00LNJSDWO,"
AVFJ327UXPXLF,"B0010MGK6A,B008MAPGEK,B0006PJRRG,B001MF3FMW,B01G2KWBZS,B0006PJRVM,B00PKA9NWQ,B009C5NAJC,B001JHEY14,B00172BJ3W,"
A1C21QBAZ1W4Z2,"B01GOZ61O8,B00H2VO6P0,B003QXZWYW,B00ZE3SSSO,B002HG7NX2,B00B95PWFS,B00CLIC7E6,B00II17BAA,B00B27040G,B000J10II4,"
A3T7V207KRDE2O,"B01B3QIEPC,B00KYCLTCM,B0017SWIU4,B001O51GUI,B001QTLNK0,B00JZ2AURM,B000CNTT9I,B00ZVFKY14,B01B4OIJ62,B004QA77JW,"
A1EVV74UQYVKRY,"B01B4OIJ6M,B005CVGJFM,B01GOZ61O8,B00ZE3SSSO,B00B95PWFS,B00203MPJY,B0010JREC2,B01CP39M4O,B00OMLC9HA,B00JRW7QCC,"
A7RFDGVXDYQLJ,"B00172I5IE,B00UI3OLZE,B001VJVP0S,B00AAV845M,B0001EKVGS,B00O56OWV8,B0161ZC5GY,B00G193RVI,B0025YVBG6,B000V3ME6Y,"
A2M14CFAMF8J7I,"B00203MPJY,B00ZE3SSSO,B0010JREC2,B00B95PWFS,B01GOZ61O8,B00OMLC9HA,B01B4OIJ6M,B005CVGJFM,B01CP39HMG,B00JRW7QCC,"
A22RGEI19Z9AEV,"B001NZ1OWO,B00TKOK5KC,B002SQ6K1M,B0058YKIA0,B01G2LKQTK,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,"
A1QXWM5P0CT45,"B001EGP680,B00QPNKVGY,B003BT6HMW,B00G193SGW,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,"
AXSMYWPZY4JAW,"B0006PKIQA,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,B0073FET84,B001B271Q2,"
A1VGXHHR08G044,"B00172I5IE,B00UI3OLZE,B001VJVP0S,B00AAV845M,B0001EKVGS,B00O56OWV8,B0161ZC5GY,B00KYCLTCM,B001QTLNK0,B00G193RVI,"
A29EAHK7SP8PIP,"B00O56OWV8,B00FYSZDQ4,B01DWRRYS8,B00BD3R1PU,B008VKEA9I,B0010JREC2,B001PMIN10,B00C8FVXQA,B00F6XZVXC,B000ULD9XE,"
A1IFZDSZE0I08V,"B000VTTC4U,B00F6XZVXC,B0012XM8MC,B00X8T2L5W,B00B9OR1IA,B000GHVTN4,B00MGSJG3G,B0010MGK6A,B008MAPGEK,B00ZZ8XOD2,"
APPJNVNF4BFLB,"B00M0V352C,B00M0V39VE,B005DUA5BG,B00J66M2SM,B01B3QIEPC,B00F9JGPTW,B00ZY65RUI,B00JZ2AURM,B001EGP680,B0015ZAOLY,"
AHN86VFJIJ2JP,"B00ZY65RUI,B00JZ2AURM,B00021D2Z2,B00F9JGPTW,B00JGWYOG4,B00R3PZK14,B01EBTBC6G,B01D90BYKC,B01CEJLJOK,B014AH60PW,"
A2PKIQN4VJCPQZ,"B00YETJ47I,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,B0073FET84,B001B271Q2,"
A2UT0FWM1DHKFJ,"B008XWXZ9U,B015WFNLR6,B00C1RWL16,B003YC8NS2,B00YHMQDC6,B00CYHM3Y8,B0007WZ7YU,B004XMAVFA,B01CP39HMG,B000LD3J3Q,"
A1Q1T811N4IY3Z,"B01DSY5XZ6,B000AV4XW0,B0001EL9BO,B017GZJFV6,B00R5DS94O,B0010MGK6A,B008MAPGEK,B015WFNLR6,B00M0V352C,B0006PJRRG,"
A3AHDR4F2J7YXX,"B00B4F0LZ4,B0015ZC0ZM,B00PX78KPM,B00014GT8W,B003BT6HNQ,B00ENIJNU8,B00ZE3SSSO,B00837YY18,B0079K5ZPY,B000J10II4,"
AC5PPX3XLCZN1,"B006989VBG,B0007M11XQ,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,B0073FET84,"
A3RJGP3MFFG6PV,"B00CYHM3Y8,B0007WZ7YU,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,B0073FET84,"
APCSV85SWASN2,"B01CP39HMG,B006IQVFTA,B0017SWIU4,B001O51GUI,B000CNTT9I,B01CP39M4O,B00ZVFKY14,B004XMAVFA,B005VQZ09O,B01CP39FL4,"
A2H2FT8WV5X6SV,"B01CP39HMG,B006IQVFTA,B001NZ1OWO,B00TKOK5KC,B01CP39M4O,B002SQ6K1M,B0058YKIA0,B004XMAVFA,B005VQZ09O,B01G2LKQTK,"
AIWNA9CO69GZT,"B000Q384SQ,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,B0073FET84,B001B271Q2,"
A55DD6L83R61T,"B00JGWYOG4,B000CRQHNU,B00N9TSRPE,B01CF4J540,B00IZO0LLG,B00O9E4JBO,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,"
A1D0YC94ZS5CNO,"B001PMIN10,B000ULD9XE,B013WZDAFQ,B017UMXLTM,B007PCB5OQ,B0017SWIU4,B001O51GUI,B000CNTT9I,B00ZVFKY14,B00B4F0LZ4,"
A3LQCSMM1V6M0R,"B00JZZRNME,B009G532FA,B00B4F0LZ4,B00PX78KPM,B00014GT8W,B0065I8MC4,B00F6XZNGM,B00PSFLL3M,B004N2S2JM,B003OGV7UO,"
A17TASZJT6Y39D,"B0161ZC5GY,B004DQ0D1I,B00G193RVI,B0025YVBG6,B0037MIMLW,B000V3ME6Y,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,"
A2S26YGSVXBCFL,"B01CP39HMG,B000LD3J3Q,B01CP39M4O,B004XMAVFA,B01CP39FL4,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,"
AUZ3EJAU37NC5,"B009G532FA,B00F6XZNLM,B01EBTBC6G,B00CFM5VGY,B001GPUHZQ,B0060OUV5Y,B01DQG3DFI,B00QPNKVGY,B003BT6HMW,B00G193SGW,"
A1SLHI58I09T1K,"B001EGP680,B00DX7QL2S,B00JRW7QCC,B00QPNKVGY,B003BT6HMW,B016KDZHCG,B01B4OIJ6M,B00G193SGW,B00OMLC9HA,B0015ZAOLY,"
A1BK60GZ4QME6I,"B001EGP680,B00DX7QL2S,B001FYZAWS,B01CP39HMG,B006IQVFTA,B00JRW7QCC,B00QPNKVGY,B003BT6HMW,B01DSY5XZ6,B00KYCLTCM,"
A397CWU6DM3O5G,"B01B4OIJ6M,B005CVGJFM,B0161ZC5GY,B004DQ0D1I,B00G193RVI,B0025YVBG6,B0037MIMLW,B000V3ME6Y,B001EGP680,B0015ZAOLY,"
A1Y7C52533BA2H,"B000CQYJ4U,B004SGZ610,B00G0IKDWG,B000TUNMW4,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,"
A3HBZYCHTIGP5S,"B0010MGK6A,B008MAPGEK,B00ZZ8XOD2,B00BJ5XCBE,B0006PJRRG,B01G2KWBZS,B0006PJRVM,B00PKA9NWQ,B009C5NAJC,B00172BJ3W,"
A1SKQULOV77NT2,"B00U1E54CE,B0012RWK5I,B00B4F0LZ4,B0015ZC0ZM,B00FR6UE1W,B0010MGNK8,B00KYCLTCM,B001G60EK8,B01GDUM666,B003BT6HNQ,"
AHRAGCS2CUIA7,"B00H2VO6P0,B00II17BAA,B01B3QIEPC,B00JZ2AURM,B004QA77JW,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,"
A1EXGL6L0QQ0M5,"B000Z5YFY2,B0010MGK6A,B00R3PZK14,B008MAPGEK,B0006PJRRG,B00T57UPNQ,B01G2KWBZS,B0006PJRVM,B00PKA9NWQ,B000IOAA3K,"
A1JTTI1KH3DOCY,"B001NZ1OWO,B00TKOK5KC,B002SQ6K1M,B01G2LKQTK,B0058YKIA0,B01CP39HMG,B006IQVFTA,B01CP39M4O,B004XMAVFA,B005VQZ09O,"
A1M3CSHV1X9PAS,"B00KSS3MJ0,B0037MIMLW,B018GZYGFU,B01CP39HMG,B01AZR97RE,B00QA29O2C,B00T57UPNQ,B00Q9660L2,B000CNTT9I,B01CP39M4O,"
A1M1Y5UGONAW06,"B001EGP680,B00DX7QL2S,B00JRW7QCC,B00QPNKVGY,B003BT6HMW,B016KDZHCG,B01B4OIJ6M,B00FASVFI8,B00G193SGW,B00OMLC9HA,"
A2XNOB1T796Y6B,"B01DSY5XZ6,B000AV4XW0,B000PHUKEE,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,"
A23AG3Y9IGG0NU,"B00172I5IE,B001VJVP0S,B00AAV845M,B00FF77IQC,B001MF3FMW,B00G193RVI,B001JHEY14,B00UI3OLZE,B00R3PZK14,B01CEJLJOK,"
A2F0E69BAX0T0T,"B00KSS3MJ0,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,B0073FET84,B001B271Q2,"
A1DQHS7MOVYYYA,"B00172I5IE,B00UI3OLZE,B001VJVP0S,B00AAV845M,B0001EKVGS,B00O56OWV8,B0161ZC5GY,B00G193RVI,B0025YVBG6,B000V3ME6Y,"
A4EG8M5Q7C7WM,"B00H2VO6P0,B00II17BAA,B01CP39HMG,B01AZR97RE,B00QA29O2C,B00T57UPNQ,B00F6XZNLM,B00Q9660L2,B0015Z2XD6,B00XNTNH6Y,"
A3BM33D682B9XV,"B01ALDX6JW,B01ALDX700,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,B0073FET84,"
A1O5T5R8A6EG7U,"B00M0V3D7Y,B0001EKVCW,B001O1K3I8,B000NG80GM,B000142FVW,B01DSY86YG,B0018BQ5MW,B007ZUGBLA,B001O51GUI,B008H6N7TU,"
A31AVXMESQRQAC,"B003BT6HNQ,B00B4F0LZ4,B0015ZC0ZM,B00PX78KPM,B00014GT8W,B01CP39HMG,B001NZ1OWO,B00TKOK5KC,B002SQ6K1M,B0058YKIA0,"
AN81JUYW2SL24,"B001NZ1OWO,B00TKOK5KC,B002SQ6K1M,B01G2LKQTK,B0058YKIA0,B01CP39HMG,B006IQVFTA,B01CP39M4O,B004XMAVFA,B005VQZ09O,"
A1H6SBO7R007I8,"B01DSY5XZ6,B000AV4XW0,B000PHUKEE,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,"
ACYR6O588USK,"B00SZEQC46,B00940L86C,B011JFR26Y,B00N0YMMMC,B00C1RWL16,B017UO2AX8,B008XWXZ9U,B0037MIMLW,B003YC8NS2,B00YHMQDC6,"
ARTHSLN5BW5PW,"B01CP39HMG,B006IQVFTA,B01CP39M4O,B00E7T212K,B004XMAVFA,B005VQZ09O,B00XNTNH6Y,B01CP39FL4,B000KQD45C,B015WFNLR6,"
A24U6WGBZ4P74W,"B01GOZ61O8,B00203MPJY,B00ZE3SSSO,B0010JREC2,B00B95PWFS,B00OMLC9HA,B01B4OIJ6M,B005CVGJFM,B01CP39HMG,B00JRW7QCC,"
A224KM22RQ5CD4,"B01CP39HMG,B01AZR97RE,B00QA29O2C,B00T57UPNQ,B00Q9660L2,B01CP39M4O,B004XMAVFA,B00XNTNH6Y,B00LNJSDWO,B004FH8NAS,"
A3M6TSEV71537G,"B001NZ1OWO,B00TKOK5KC,B002SQ6K1M,B0058YKIA0,B01G2LKQTK,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,"
A1A2F1ZOWOPNJB,"B004FH8NAS,B00D3M0V4C,B01AZR97RE,B01CP39HMG,B00QA29O2C,B00T57UPNQ,B00Q9660L2,B01CP39M4O,B004XMAVFA,B00XNTNH6Y,"
A1A2ATQ44P2A7Y,"B00HX3KZFC,B000GEJQKK,B00SZEQC46,B0015Z90NC,B0010MGNK8,B00940L86C,B008H6N7TU,B00N0YMMMC,B001EGP680,B0015ZAOLY,"
A1TS27MVS1WGWI,"B000EM9CU8,B00J5KDCO2,B000O7NP38,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,"
A3H0JG9QWD3JIN,"B00F9JGPTW,B00ZY65RUI,B00JZ2AURM,B00021D2Z2,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,"
A19YOYY7FLQMA6,"B01A982YRO,B000PY9HG4,B00AAR9I60,B01CP39HMG,B01AZR97RE,B00QA29O2C,B00T57UPNQ,B00F6XZNLM,B00Q9660L2,B0015Z2XD6,"
A16Z2OECAUX8Z4,"B001G60EK8,B00FW6ZTW6,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,B000Z5YFY2,B0073FET84,"
A22RIIYSPA3EDH,"B00QA29O2C,B004QA77JW,B0002RI2PG,B00B4F0LZ4,B018GZYGFU,B0079K5ZPY,B00PX78KPM,B00014GT8W,B00TKOK5KC,B000VTTC4U,"
A2X3ZCTZ6PUHMC,"B00F6XZNLM,B0015Z2XD6,B00LNJSDWO,B008H6MXBI,B00Q9660L2,B00T57UPNQ,B00XNTNH6Y,B01AZR97RE,B00QA29O2C,B01CP39HMG,"
A19KLUZ1XD3SRN,"B00203MPJY,B00ZE3SSSO,B0010JREC2,B00B95PWFS,B01GOZ61O8,B00OMLC9HA,B01B4OIJ6M,B005CVGJFM,B01CP39HMG,B00JRW7QCC,"
A2B04GUVF48WU,"B001KOTQQ4,B00FR6UE1W,B00KYCLTCM,B000KQ7X4K,B001EGP680,B0015ZAOLY,B01F8B7H24,B00203SDQS,B003RJ165Y,B000WN417I,"
A2L6BT1PVV9YN0,"B0161ZC5GY,B00G193RVI,B0025YVBG6,B000V3ME6Y,B000CQYJ4U,B004SGZ610,B00M0V352C,B00G0IKDWG,B000TUNMW4,B0015Z2XD6,"
AB4R0LUIG837W,"B00CNE2GOO,B00150NTJ8,B00MFTOMLC,B002K6AHQY,B004W55086,B0006PLPE4,B01AZR97RE,B00ENIJNU8,B00KYCLTCM,B001NZF2Q8,"
A3IUW081KXD3PE,"B001EGP680,B00U1E54CE,B00DX7QL2S,B000GEJQKK,B00JRW7QCC,B01A982YRO,B000PY9HG4,B0015Z90NC,B0010MGNK8,B00940L86C,"
A2ZGPAIV64KOYU,"B00M0V3D7Y,B000ASDGK8,B00FW6O5FI,B000142FVW,B01DSY86YG,B00YHMQDC6,B01G2LF2VW,B00203MPJY,B00ZE3SSSO,B0010JREC2,"
A3VP3TSPGYRR65,"B001EGP680,B00DX7QL2S,B00JRW7QCC,B016KDZHCG,B01B4OIJ6M,B00OMLC9HA,B004XMAVFA,B01CP39HMG,B000LD3J3Q,B01CP39M4O,"
A3VGAP2KLCBNBB,"B003QXZWYW,B0161ZC5GY,B00G193RVI,B0025YVBG6,B000V3ME6Y,B00F9JGPTW,B00ZY65RUI,B00JZ2AURM,B00021D2Z2,B01CP39HMG,"
A2MJ8OL2FYN7CW,"B00B4F0LZ4,B0015ZC0ZM,B00PX78KPM,B00014GT8W,B003BT6HNQ,B01CP39HMG,B001NZ1OWO,B00TKOK5KC,B002SQ6K1M,B01G2LKQTK,"
A157UIVPN0NYNN,"B00H2VO6P0,B003QXZWYW,B002HG7NX2,B00CLIC7E6,B00B27040G,B00M0V39VE,B00J66M2SM,B00M0V352C,B01CP39M4O,B001CJJ5XG,"
AACR8PZRSFG3J,"B00F9JGPTW,B00ZY65RUI,B00JZ2AURM,B00021D2Z2,B01CP39HMG,B000LD3J3Q,B01CP39M4O,B004XMAVFA,B01CP39FL4,B001EGP680,"
A2R4UNHFJBA6PY,"B0161ZC5GY,B004DQ0D1I,B00G193RVI,B0025YVBG6,B0037MIMLW,B000V3ME6Y,B000QU75H0,B001EGP680,B0015ZAOLY,B01F8B7H24,"
A3N27L13CWJ9HY,"B00ZE3SSSO,B00B95PWFS,B01GOZ61O8,B00203MPJY,B0010JREC2,B001EGP680,B00DX7QL2S,B00JRW7QCC,B016KDZHCG,B01B4OIJ6M,"
