overall,reviewerID,asin,Predict
5,A2QWEEYO8QLIMI,B00B95PWFS,0.0
1,A1E0L2V60U8H0G,B000PHZ7HO,0.0
5,A1M1Y5UGONAW06,B001EGP680,5.0
1,A1E0L2V60U8H0G,B0015ZC1AQ,0.0
5,A3S5LMVBT8ZGWY,B01452YZOA,5.0
5,AO2AQRPPSTABB,B00MTUT834,5.0
5,A1SKQULOV77NT2,B01GDUM666,5.0
5,ACJ9N7ED37HXS,B00B95PWFS,0.0
5,A2ZGPAIV64KOYU,B01DSY86YG,4.834492452049192
5,A1BDARA133DP91,B00B95PWFS,0.0
5,A21I717LTVC1Y,B000Z5YFX8,0.0
4,AT28RL25Q2OLK,B00B95PWFS,0.0
5,A15T9G38F589KM,B001GPUHZQ,5.000000000000002
4,ACJ9N7ED37HXS,B01DSY86YG,3.8675939616393538
5,A1SKQULOV77NT2,B003BT6HNQ,5.000000000000001
2,A305XM71TF83CY,B000J10II4,2.0
5,A3C2JQC6R2K52C,B00ZY65RUI,0.2041703306573096
1,A305XM71TF83CY,B016KDZHCG,1.0
4,A2GPJR489OIH42,B017GZJFV6,0.0
5,A2NICGGIGIFU22,B00MTUT834,5.0
1,A1E0L2V60U8H0G,B004IZA3YG,0.0
4,A2Q8GFSEUSGJ51,B000TUNMW4,3.995710310314638
5,A3NHUQ33CFH3VM,B0025YVBG6,3.8725676238060838
5,A379IB3EYAEL5,B0058YKIA0,4.9235604222626455
4,A1A25TP5D0L22V,B000V3ME6Y,3.972888740853749
5,A7EK88GF8N40F,B00B95PWFS,0.0
5,A17CBPANJ3G5T9,B00021CDQ6,0.0
5,A2CA0CFUZS89OG,B00203SDQS,0.0
4,A194K60CWZ371J,B008XWXZ9U,4.0
3,A1IA0O3OYQO9LV,B001EGP680,3.0
3,A3G5MOHY1U635N,B00B95PWFS,0.0
5,AIWSX8DYYGBJY,B00IMRC4SY,4.892565873845934
2,A33PVCHCQ2BTN0,B00PSFLL3M,1.9821537144961139
5,A1JZFGZEZVWQPY,B01B4OIJ62,0.0
4,A3M3W5GV0HIQK4,B001EGP680,4.0
5,A2CA0CFUZS89OG,B010BJFQ2G,1.5490940359609644
5,A21B8AV7E3MPXE,B011JFR26Y,5.0
5,A1DRM3JV6T5O6P,B01DOZ5AA2,5.0
1,A2CA0CFUZS89OG,B004UMYEIS,1.0
5,A2CA0CFUZS89OG,B00203Q9B4,0.0
5,A2CA0CFUZS89OG,B00DHO1EOC,0.0
4,A1FUBPW8U2RYUY,B003YC8NS2,3.99075294111598
5,A7EK88GF8N40F,B0025YVBG6,3.8725676238060838
3,A1LANNQ26C7MUT,B00EXW53GC,2.9881349707381615
3,A2CA0CFUZS89OG,B004XMAVFA,3.0
3,A2CA0CFUZS89OG,B00KYCLTCM,2.698736278292465
5,A3OXRFCJI67IMN,B00DX7QL2S,4.89071047515557
5,A2CA0CFUZS89OG,B00LCBRIW4,5.0
4,A2L6BT1PVV9YN0,B00PSFLL3M,4.580968916502852
5,AQYEEGNRXM0P1,B00DX7QL2S,5.0
4,A2HNOQBIAAOZU,B01B4OIJ62,0.0
5,A3C2JQC6R2K52C,B01AZR97RE,4.83339587456407
3,A13H5US9Z7L9M7,B01B4OIJ62,0.0
3,A33HIV8RXRDM88,B001O1K3I8,0.0
4,A2YB7DLC3FOR7W,B00B95PWFS,0.0
4,A32O98PFC3OP7K,B00DX7QL2S,3.9125683801244566
3,A3Z9QN0RCOHEY,B00B95PWFS,0.0
5,A32O98PFC3OP7K,B0058YKIA0,4.9235604222626455
1,AY1EF0GOH80EK,B00B95PWFS,0.0
5,A3VGHF7VNFBMCQ,B00CNE2GOO,4.909681278481154
5,A2R80172BBNSTA,B00ZY65RUI,0.0
5,A3RZOPQ42Q50B1,B00DX7QL2S,4.89071047515557
5,A3VGHF7VNFBMCQ,B002K6AHQY,0.0
3,A37UX46Q3OVSAC,B003BT6HMW,0.0
5,A13H5US9Z7L9M7,B0025YVBG6,3.8725676238060838
5,ADFLBRY00Y70G,B002SQ6K1M,0.0
3,A21B8AV7E3MPXE,B01G2LF2VW,1.6350609170807842
5,A1X2B7H1P11DXH,B00DX7QL2S,4.89071047515557
5,A1UC3OP4QI0RRU,B00B95PWFS,0.0
4,A11OTLEDSW8ZXD,B017GZJFV6,0.0
5,A3EXIZWHSNVNME,B00B95PWFS,0.0
5,A1X2B7H1P11DXH,B00ZY65RUI,0.0
5,A2R1HUYHXV7H18,B0025YVBG6,3.8725676238060838
5,A2R1HUYHXV7H18,B00ZY9MZZU,4.440950433940909
5,A56VIAK488876,B000J10II4,5.0
3,AR9GZ8B7NJJPN,B01DSY86YG,2.900695471229515
5,A3A90CELVLOUP6,B01B4OIJ62,0.0
5,A235NA61RC6YC1,B001EGP680,5.0
5,A1NXA6Y1T9XDUM,B000J10II4,5.0
5,A2KWQ64TRHB3YH,B00B4F0LZ4,5.0
5,A3C2JQC6R2K52C,B0025YVBG6,3.8725676238060838
3,A16YMCFWGSFGS9,B0161ZC5GY,2.518347537384018
5,A56VIAK488876,B009G532FA,4.925723909542675
4,A26BU3ZU0R5IPF,B01B4OIJ6M,0.0
4,APCSV85SWASN2,B00B95PWFS,0.0
5,A1I477ADGMLVJM,B0161ZC5GY,4.197245895640029
5,AJID2XYGNFOOT,B00AAR9I60,0.0
5,AJID2XYGNFOOT,B00NOZI1TU,0.0
5,A13BQX5F2A0CQF,B005CVGJFM,4.948976737530369
4,AQCYEZYS51OBC,B00DX7QL2S,3.9125683801244566
3,A1DG75OT3Y49EM,B00II27SSO,2.3778774602991426
5,AJID2XYGNFOOT,B00F6XZVXC,4.39899068750693
4,A2VWE5SGNDS8HW,B00B95PWFS,0.0
5,A16AXQ11SZA8SQ,B00B4F0LZ4,5.0
5,A279A4Y2N1CQ26,B00B95PWFS,0.0
5,AZ9N3928BGQ0E,B00B95PWFS,0.0
5,A2ZGPAIV64KOYU,B00B95PWFS,0.0
4,A19XMHRB3G4DIR,B0161ZC5GY,3.357796716512024
4,A2OGN68EIOK1DC,B00ZY9MZZU,3.647081990864114
5,A231LBC8EGPO5L,B0025YVBG6,3.8725676238060838
4,A1X7TX6H43L9K2,B00J9PYEYU,2.119440833944891
4,A3QL857ALV5RCJ,B00B95PWFS,0.0
3,ARYSDAZNRXN6G,B001PLXLU4,3.0
5,AQYEEGNRXM0P1,B001PLXLU4,5.0
4,A1X7TX6H43L9K2,B00203MP9E,2.119440833944891
4,A1VK6EKINVYAT7,B00940L86C,4.567911114316324
5,AJID2XYGNFOOT,B00F6XZNLM,2.6600117093965974
4,A2R1HUYHXV7H18,B000TUNMW4,3.9828412412585514
3,A2Q8GFSEUSGJ51,B01AZR97RE,2.9000375247384413
5,A3C2JQC6R2K52C,B000V3ME6Y,5.000000000000001
5,A2YB7DLC3FOR7W,B00FASVFI8,5.000000000000001
4,A2OXRXUVPXRC9H,B00103DUZS,0.0
5,A2QNMPNXW1QAQ5,B00B95PWYE,3.504972569034092
5,A1SM0G50FP7XKJ,B00940L86C,4.97870593606052
5,A9O3ZVSNHZ0WJ,B0017SWIU4,5.0
5,AJ9AE2BVND0GS,B0161ZC5GY,4.197245895640029
4,A1TPW86OHXTXFC,B0161ZC5GY,3.357796716512024
3,A3U029B8Z5WGI2,B0058YKIA0,2.954136253357587
5,A2OQYSTYR8SSVQ,B00ZY65RUI,0.2041703306573096
5,ASFW4ZMNZJKDA,B000TUNMW4,4.978551551573188
4,A3HZ687GB0AH7Y,B01BM67SPU,0.0
1,ADCFYDFH76H20,B0015ZC0W0,0.957495692159074
5,A31AVXMESQRQAC,B00B4F0LZ4,5.0
4,A3E0W5O1MPW3K,B0025YVBG6,3.0980540990448673
3,AK3402G7FO7AY,B00B95PWFS,0.0
3,A3D9NUCR4RXDPY,B01AZR97RE,2.9000375247384413
5,A1JEAPSES2HNVE,B0025YVBG6,3.8725676238060838
5,A2KWE2ZM1EEBGJ,B01DSY5XZ6,0.0
4,A1OPZ3BUTEL47R,B01B4OIJ62,0.0
5,A231LBC8EGPO5L,B000TUNMW4,4.995710310314637
4,A3HAA7H8PBVM78,B00940L86C,3.982964748848417
5,A19KLUZ1XD3SRN,B00B95PWFS,0.0
4,A3EXIZWHSNVNME,B0161ZC5GY,3.357796716512024
4,A1TPW86OHXTXFC,B001PLXLU4,4.0
5,A3091RP0SPZLMN,B00ZY9MZZU,4.5588524885801425
5,A2OQYSTYR8SSVQ,B0025YVBG6,3.8725676238060838
5,A2R1HUYHXV7H18,B001PLXLU4,5.0
5,A2MJ8OL2FYN7CW,B00B4F0LZ4,5.0
5,AQY5XBYSENNZQ,B0025YVBG6,3.8725676238060838
5,A2RME4353Y911C,B0025YVBG6,3.8725676238060838
4,ABQEKKRD6WZFA,B00B4F0LZ4,4.0
5,A2RME4353Y911C,B01AZR97RE,4.83339587456407
5,A1H9TJEG3YPZ3M,B0038CS02W,0.0
2,AM83WJG9BE2EP,B008XWXZ9U,2.0
5,AKMEY1BSHSDG7,B000TUNMW4,4.978551551573188
5,A32XGYDA14KT13,B00ZY65RUI,0.0
5,A2N7F6VT2SQDYZ,B00B4F0LZ4,5.0
5,A2GA64WZK8PKBC,B0025YVBG6,3.8725676238060838
5,ACJ9N7ED37HXS,B00B4F0LZ4,5.0
5,A29VG90T649CSU,B00B4F0LZ4,5.0
5,A9BM5GD4ASCMD,B00JGWYOG4,4.958246693238765
4,A3U5HKDHPYBAK3,B00B4F0LZ4,4.0
4,AYMD77ITD15PT,B00JZ2AURM,4.0
3,AMB2Z4FMDBWQY,B00B95PWFS,0.0
3,A3QKYFU781YTKU,B00B95PWFS,0.0
5,A9BM5GD4ASCMD,B004FH8NAS,0.0
5,A3MZNRSDQ32UUH,B00ZY65RUI,0.0
3,A30ODR6WBE61UB,B00B95PWFS,0.0
3,A26JLTTRXIY6OI,B00B95PWFS,0.0
5,A231LBC8EGPO5L,B00ZY65RUI,0.2041703306573096
5,A1I6U5AQAT3ZG9,B00B95PWFS,5.0
4,A2R1HUYHXV7H18,B00940L86C,4.5386172871545005
2,A19RDMX22VXXSD,B00B95PWFS,0.0
4,A3M6TSEV71537G,B0058YKIA0,3.9388483378101165
3,A2SPV96SGOEO2,B009S7H0UE,0.0
5,A2BH950K3IQ0UQ,B00BXKET7G,0.0
4,A2OGN68EIOK1DC,B0161ZC5GY,3.357796716512024
4,AVU1ILDDYW301,B00B4F0LZ4,4.0
2,A2LAS014NSRW72,B00PSFLL3M,1.9821537144961139
5,A0916357J9P21ZUYUZO6,B001VJVP0S,5.0
5,A17TASZJT6Y39D,B0025YVBG6,3.8725676238060838
4,A1LUK8APLC16WK,B00ZY65RUI,0.0
4,A1UQUDT2Q0YENM,B00B95PWFS,0.0
5,A56VIAK488876,B001DTZK0C,0.0
5,A3PD8KD87AXNLD,B008VKEA9I,0.0
5,A157UIVPN0NYNN,B002HG7NX2,0.0
4,A34W7QA4J5UTOR,B00ZY9MZZU,3.647081990864114
5,A2PU5IDX61XJ7A,B00DX7QL2S,4.89071047515557
5,A56VIAK488876,B00F6XZNLM,2.6600117093965974
2,A2IQ2DVZK4YZCW,B00BJ5XCBE,2.0
4,A3EAP2VG0BVYWX,B000TUNMW4,3.9828412412585514
5,A1UQBFCERIP7VJ,B01DSY86YG,4.834492452049192
5,ARYSDAZNRXN6G,B0025YVBG6,3.8725676238060838
4,AWPN47SSWK1JV,B0161ZC5GY,3.357796716512024
5,AOEUN9718KVRD,B0161ZC5GY,4.197245895640029
4,A1DQHS7MOVYYYA,B000TUNMW4,3.9828412412585514
5,A2YB7DLC3FOR7W,B0032Z24JU,0.0
3,A2YB7DLC3FOR7W,B017GZJFV6,0.0
4,A2N7F6VT2SQDYZ,B000V3ME6Y,4.564462914945512
3,A9XX8OHS2ZQ2X,B00PSFLL3M,2.9732305717441707
5,A14E7LZASLSX36,B01B4OIJ62,0.0
2,A1DNXL8BIR5R8R,B00LNJSDWO,0.0
5,A1ZO9D554VQO9F,B01B4OIJ62,0.0
1,A55DD6L83R61T,B01CF4J540,0.9947718942627255
5,A1SLHI58I09T1K,B001EGP680,5.0
2,AMQ80PCZVF0Y3,B00UZFYSTY,0.0
5,AQYEEGNRXM0P1,B000TUNMW4,5.0
5,AQ6AGWKWMTY8H,B00B4F0LZ4,5.0
5,AQYEEGNRXM0P1,B00ZY9MZZU,4.440950433940909
3,A36WTXJBYS3DB6,B001PLXLU4,3.0
3,A16NRV54CGOO69,B00B4F0LZ4,3.0
5,A36U7QMYILRLSW,B00ZY65RUI,0.0
2,A3U0S17XYK8XMJ,B001EGP680,2.0
3,A3AO77W3NW2N9G,B00PSFLL3M,2.9732305717441707
4,A1LA4K5JF78BER,B008XWXZ9U,4.0
3,A9BM5GD4ASCMD,B00172O9NO,2.9986964210912443
4,A4EG8M5Q7C7WM,B00LNJSDWO,0.0
3,A27D0VRNOOUNRR,B001PLXLU4,3.0
5,A3K1ZGGHL4EXU,B005M2XHBK,0.0
3,A3MEMX0XF00TBD,B0032Z24JU,0.0
5,AI133BDJHFORJ,B0065I8MC4,0.0
5,A2R4UNHFJBA6PY,B000QU75H0,3.831705124802577
5,AI133BDJHFORJ,B001QTLNK0,0.0
5,A1TPWGBNIYJ76F,B00940L86C,4.97870593606052
4,A1Y7C52533BA2H,B000TUNMW4,3.9828412412585514
4,AI133BDJHFORJ,B00VVX77RE,3.9937043122266638
5,AI133BDJHFORJ,B011MD169C,3.0272074215126135
4,A9BM5GD4ASCMD,B00N9TSRPE,0.0
4,A3CG93783LP0FO,B001QTLNK0,0.0
4,ATECU14VUIOJ0,B0032Z24JU,0.0
4,A2F540P3L6P5CL,B00B95PWFS,0.0
5,A3KWR8J6CUUU63,B00B95PWFS,0.0
3,A31RULW0KNYJ5H,B000GEJQKK,3.0
5,A3JUHP1E3WUHEA,B000AV4XW0,4.2013491980719495
5,AWXQORMZ3JY4P,B000TUNMW4,4.978551551573188
5,A39H1GO9E3YQIB,B00B95PWFS,0.0
1,A3K1ZGGHL4EXU,B00JRW7QCC,0.9803377582188114
3,A38KO3KKR7GF4V,B00COV2LUA,0.0
3,A10ZBR6O8S8OCY,B0058YKIA0,2.954136253357587
5,ADS99W8WMEXZ2,B00ZY65RUI,0.0
4,A3VGAP2KLCBNBB,B00ZY65RUI,0.2041703306573096
5,ARYSDAZNRXN6G,B00ZY65RUI,0.2041703306573096
5,A29EAHK7SP8PIP,B00FYSZDQ4,0.0
5,A36U7QMYILRLSW,B00MTUT834,5.0
5,A3QGVH7WIATOSP,B0002H842C,0.0
5,A3QGVH7WIATOSP,B0001EKVGS,0.0
2,AMB2Z4FMDBWQY,B000GEJQKK,2.0
2,A306NASGVUDFKF,B000GEJQKK,3.5614737243673864
5,A2GPJR489OIH42,B000GEJQKK,5.000000000000001
5,A2L6BT1PVV9YN0,B000V3ME6Y,4.483227316418627
5,A3NHUQ33CFH3VM,B000GEJQKK,5.000000000000001
4,A3QGVH7WIATOSP,B000CRQHNU,4.0
2,ARTHSLN5BW5PW,B000GEJQKK,2.0
2,AJRFZ0VZ0LD26,B000GEJQKK,2.0
5,A32O98PFC3OP7K,B000AV4XW0,4.2013491980719495
5,A2Z8HBD9WFK2Z3,B002SQ6K1M,0.0
3,A1AKQ1YUS4BT82,B00MTUT834,3.0
4,A1UJBAL0ZT6O3D,B00CLIC7E6,0.0
5,A22B13EJTZKCTM,B001PLXLU4,5.0
4,A3QGVH7WIATOSP,B001G9CJO4,4.0
5,A173YMJ9XFVRSY,B00B95PWFS,0.0
5,A3FP7OTPZKMMZS,B005O8XYYM,0.0
3,A1RRMZKOMZ2M7J,B01B3QIEPC,2.973438761702539
4,A3QGVH7WIATOSP,B00IZO0LLG,4.0
5,A3QGVH7WIATOSP,B001CENUN2,0.0
1,AN0U0GNJJPEUR,B00H2VO6P0,1.0
5,A33HIV8RXRDM88,B002HG7NX2,0.0
5,A3CG93783LP0FO,B0032Z24JU,0.0
5,A33HIV8RXRDM88,B00J66M2SM,4.814719044427676
5,A1DQHS7MOVYYYA,B00G193RVI,0.0
3,A1NIGUK4M2ST8,B00DX7QL2S,2.9344262850933425
5,A1LUK8APLC16WK,B00PSFLL3M,4.955384286240284
5,A33HIV8RXRDM88,B00H2VO6P0,4.999999999999999
2,A2503LT8PZIHAD,B001QTLNK0,0.0
3,A36BQWQPYU6FRM,B00LNJSDWO,0.0
4,A2TBZAC0XYHLIB,B00B95PWFS,0.0
2,A1CEG62GJ3BI5U,B00B95PWFS,0.0
4,A1TPW86OHXTXFC,B00G193RVI,0.0
4,A32O98PFC3OP7K,B00LNJSDWO,0.0
5,A3VBZDYGHF4NK8,B0032Z24JU,0.0
4,A2L6BT1PVV9YN0,B01B4OIJ6M,4.0
3,A1YH6DMZOS59A2,B017GZJFV6,0.0
4,A2GA64WZK8PKBC,B001PLXLU4,4.0
5,A32O98PFC3OP7K,B000GEJQKK,5.000000000000001
5,A33HIV8RXRDM88,B00M0V39VE,4.627258773328165
5,A2R4UNHFJBA6PY,B0025YVBG6,3.8725676238060838
5,APL83S3QHRHGT,B001FYZAWS,4.999999999999999
3,AVL5IDEE8YA3D,B016FD2DQY,0.0
5,AWXQORMZ3JY4P,B00940L86C,4.978705936060521
4,A2OXRXUVPXRC9H,B000V3ME6Y,3.972888740853749
4,A1R1BFJCMWX0Y3,B0025YVBG6,3.0980540990448673
5,A3E5D0Z4L63AD8,B0013U0EYI,5.0
4,A2OW1FKQFPIA5D,B000TUNMW4,3.995710310314638
5,A3E5D0Z4L63AD8,B005VQZ09O,0.0
3,A47Q26DA5037K,B000O7NP38,4.0524642762907215
4,A5H86XYSS0OU6,B00JZ2AURM,4.0
5,A3E5D0Z4L63AD8,B000QGKQXO,5.0
5,A3AHDR4F2J7YXX,B00B4F0LZ4,5.0
4,A24O15MYDNLZBE,B00B4F0LZ4,4.0
5,A2Z8HBD9WFK2Z3,B00B4F0LZ4,5.0
3,A2VH0UT5EQFB6P,B0058YKIA0,2.954136253357587
2,AKMEY1BSHSDG7,B00LNJSDWO,0.0
5,A3E5D0Z4L63AD8,B0002ZW5UQ,5.0
4,AXSMYWPZY4JAW,B0006PKIQA,0.0
5,A1JXRXYVSUAW6I,B0032Z24JU,0.0
1,AHQVBCXO2WM5C,B0002ZW5UQ,1.0
5,A3NDUBKYPI47N2,B001QTLNK0,0.0
4,A2N7F6VT2SQDYZ,B000AV4XW0,3.3610793584575593
1,AHQVBCXO2WM5C,B0013U0EYI,1.0
4,A2R1HUYHXV7H18,B000AV4XW0,3.3610793584575593
5,A2GFX3DQ8ZHPVK,B000KQ7X4K,0.0
3,A2Q8GFSEUSGJ51,B000AV4XW0,2.520809518843169
3,A3091RP0SPZLMN,B017GZJFV6,0.0
5,A2GFX3DQ8ZHPVK,B00F6XZNLM,2.6600117093965974
5,A2N7F6VT2SQDYZ,B00ZVFKY14,4.694620161935987
2,A2OHNA7PBBQ4C5,B017GZJFV6,0.0
5,A2GFX3DQ8ZHPVK,B01CF4J540,4.973859471313627
4,A1Q1T811N4IY3Z,B01DSY5XZ6,0.0
1,A1UOP3I8BE70JJ,B00EXW53GC,0.9960449902460538
4,A1278GKNIB8UZ,B0010JREC2,4.0
3,A2OHNA7PBBQ4C5,B00DX7QL2S,2.9344262850933425
3,A2OW1FKQFPIA5D,B00DX7QL2S,3.021857904968886
5,A2N7F6VT2SQDYZ,B00G193RVI,4.955247609537137
3,A2GI8X394RLF83,B00KYCLTCM,3.0
5,A2X3ZCTZ6PUHMC,B00LNJSDWO,0.0
3,A1IDWUYX4QXTUE,B00PSFLL3M,2.9732305717441707
5,AW7BIYHXUIZ62,B00ZVFKY14,4.694620161935987
5,A3MFGULNTMAJS9,B00ZVFKY14,4.694620161935987
5,A2PJYNJ7NPE4BA,B0025YVBG6,3.8725676238060838
4,A5X1B2HBQUR3P,B000TUNMW4,3.9828412412585514
4,A1E3TWWRB1Q7CS,B000J10II4,4.0
4,A3JUHP1E3WUHEA,B000GEJQKK,4.0
3,A3U19PYYRF7Y1S,B00M0V352C,0.0
5,A36VWPU7SXWOFG,B00F6XZNGM,2.786815170197439
5,A36VWPU7SXWOFG,B00F6XZNLM,2.6600117093965974
4,AJ6H9ZV7TJUUT,B000GEJQKK,4.0
5,A36VWPU7SXWOFG,B00F6XZN9O,3.764616489617016
5,A1JZFGZEZVWQPY,B00ZY65RUI,0.0
3,A3CLHWWOVI9HMM,B000AV4XW0,2.520809518843169
5,A1VK6EKINVYAT7,B01B3QIEPC,4.450620579893569
1,A209XHC20QAYM,B00ZY65RUI,0.0
5,APCSV85SWASN2,B00ZVFKY14,4.694620161935987
5,A36VWPU7SXWOFG,B00PX78KPM,0.0
3,A30ODR6WBE61UB,B00LNJSDWO,0.0
2,A2503LT8PZIHAD,B00LNJSDWO,4.0
4,A3P8ZDHC7XSKSE,B00B95PWFS,0.0
5,A11OTLEDSW8ZXD,B00B95PWFS,0.0
4,A2BH04B9G9LOYA,B00G193RVI,0.0
4,A5X1B2HBQUR3P,B00B95PWFS,0.0
4,A1VCPMT1RRS7K0,B000AV4XW0,3.3610793584575593
3,A3U19PYYRF7Y1S,B002HG7NX2,0.0
4,A1E3TWWRB1Q7CS,B00B95PWFS,0.0
5,AWXQORMZ3JY4P,B00ZY9MZZU,4.979249039123257
5,A26SO3TOT2TLJE,B00ZY9MZZU,4.5588524885801425
5,AWCJ12KBO5VII,B00ZY9MZZU,4.5588524885801425
5,A1E5WXNTI7EO2A,B0025YVBG6,3.8725676238060838
5,A2H3B82GQHA179,B0002ZW5UQ,5.0
5,A2H3B82GQHA179,B0013U0EYI,5.0
4,A37U4HM0UG7FQ0,B0032Z24JU,0.0
4,A2W9I628I6SE1U,B00PSFLL3M,3.9643074289922278
1,A209XHC20QAYM,B000TUNMW4,0.9957103103146379
3,A2PJYNJ7NPE4BA,B00G193RVI,0.0
4,A2WW57XX2UVLM6,B00B95PWFS,0.0
5,A2FNBD43DEZPM3,B0058YKIA0,4.9235604222626455
5,A2H3B82GQHA179,B000QGKQXO,5.0
5,AIEEK7AHXKZCC,B00ZVFKY14,4.694620161935987
5,A2H3B82GQHA179,B0001Z66UM,0.0
5,A2BZ7MYTSNYMEW,B000GEJQKK,5.000000000000001
5,AR9GZ8B7NJJPN,B00G193RVI,0.0
4,A3CW8OUDH7M079,B01B3QIEPC,3.991146253900846
5,A1VS1LL905P5L5,B000LD3J3Q,5.0
3,A2L6BT1PVV9YN0,B00DX7QL2S,3.6024724887127957
3,AX0ZTNX6KVJ40,B00LNJSDWO,0.0
5,A3NDUBKYPI47N2,B00ZVFKY14,4.694620161935987
3,AWCJ12KBO5VII,B00B95PWFS,0.0
5,A3FS3FJPD3RJTD,B0032Z24JU,0.0
5,A1BK60GZ4QME6I,B000AV4XW0,4.2013491980719495
4,A1Q1T811N4IY3Z,B003YC8NS2,4.0
4,A231LBC8EGPO5L,B01AZR97RE,3.8667166996512554
1,A1IFZDSZE0I08V,B0006PJRRG,0.9997853392539725
5,A1X2B7H1P11DXH,B000O7NP38,0.9475357237092781
5,A4JI0CFOUAXBR,B006RBR7NO,0.0
4,ACN5JM2KDK72H,B001PLXLU4,4.0
3,A1IA0O3OYQO9LV,B00940L86C,2.9872235616363128
5,AD8JK9PUC5H0A,B00MGSJG3G,0.0
4,A2KS0FVY2CNJ8M,B00B95PWFS,0.0
5,ACQYIC13JXAOI,B01B4OIJ62,0.0
4,A357B3PUHSVQA,B01B4OIJ62,0.0
4,A2GY5WCU9PKTMI,B000AV4XW0,3.3610793584575593
4,AQYEEGNRXM0P1,B00940L86C,4.5386172871545005
4,A2PJYNJ7NPE4BA,B001QTLNK0,0.0
3,A5ZD6FBMZQGDS,B000AV4XW0,2.520809518843169
3,A2GI8X394RLF83,B00203MP9E,2.601505946094449
5,A1UQUDT2Q0YENM,B000AV4XW0,4.2013491980719495
1,A2JZ8T64YZDQSI,B000O7NP38,0.0
3,A2GI8X394RLF83,B00J9PYEYU,2.601505946094449
3,AMB2Z4FMDBWQY,B003YC8NS2,2.9930647058369853
4,AACR8PZRSFG3J,B00ZY65RUI,0.0
1,A1IFZDSZE0I08V,B0006PJRVM,0.9997853392539725
5,A3MZNRSDQ32UUH,B00KSS3MJ0,5.0
2,A3PSZ52D77DM4P,B000QGKQXO,2.0
5,A2WC9NFLG57W4H,B00G193RVI,0.0
3,A3SLC8F6VIWXIR,B000LD3J3Q,3.0
5,A1SM0G50FP7XKJ,B00KSS3MJ0,5.0
4,A2QRXQPHDMFCQV,B001EGP680,4.0
4,A3JUHP1E3WUHEA,B000LD3J3Q,4.0
4,A3U5HKDHPYBAK3,B002SQ6K1M,0.0
4,A1TPWGBNIYJ76F,B000O7NP38,0.0
5,A2GPJR489OIH42,B001QTLNK0,0.0
4,A1NKOYPJT8ZU8H,B01AZR97RE,3.8667166996512554
5,A141R97FHSSUQ0,B009S7H0UE,0.0
4,AMS2CPERWN7JV,B004RGM1L4,0.0
5,A15T9G38F589KM,B0058YKIA0,4.9235604222626455
2,A3T7V207KRDE2O,B00B95PWFS,0.0
5,A3T7V207KRDE2O,B001QTLNK0,0.0
5,AOGM0FZJXFUHV,B01B4OIJ62,0.0
4,A3JUHP1E3WUHEA,B0032Z24JU,0.0
5,A2PD27UKAD3Q00,B00B4F0LZ4,5.0
5,AN81JUYW2SL24,B002SQ6K1M,0.0
5,A3T7V207KRDE2O,B01B3QIEPC,4.955731269504232
4,AK9XE112RZO6Q,B000V3ME6Y,3.972888740853749
5,A1WOX7A4W048GK,B00CNE2GOO,4.909681278481154
5,A8QYRG7TW491B,B000TUNMW4,4.978551551573188
