,Unnamed: 0,overall,reviewTime,reviewerID,asin,reviewerName,reviewText,unixReviewTime,vote,title,main_cat,price,Date,stockReturn
10,576,5,"03 2, 2018",A1O5T5R8A6EG7U,B000142FVW,Anne Amgnee,This is a great soft while color I love it.,1519948800,,"OPI Nail Lacquer, Not So Bora-Bora-ing Pink, 0.5 Fl Oz",Luxury Beauty,$8.40,2018/03/02,0.01103202638179288
11,578,5,"02 28, 2018",A2YG3QYP5BFNYG,B000142FVW,Pus,Love the color!,1519776000,,"OPI Nail Lacquer, Not So Bora-Bora-ing Pink, 0.5 Fl Oz",Luxury Beauty,$8.40,2018/02/28,-0.013324399450480228
12,580,3,"02 6, 2018",A3IE9F9PFLNUYN,B000142FVW,Little Booka,Much darker than pictured!! Probably won't use.,1517875200,,"OPI Nail Lacquer, Not So Bora-Bora-ing Pink, 0.5 Fl Oz",Luxury Beauty,$8.40,2018/02/06,-0.005001588613270529
13,582,2,"01 29, 2018",A3P51JNV7DHB2L,B000142FVW,RV Living,"I guess I should have realized this would be yellow by having ""chick"" in the polish name. It didn't look that yellow on my phone. It's definitely yellow, not the neutral color I was expecting.",1517184000,,"OPI Nail Lacquer, Not So Bora-Bora-ing Pink, 0.5 Fl Oz",Luxury Beauty,$8.40,2018/01/29,-0.010898815391439502
14,584,5,"01 13, 2018",ACMSQCH1H7JZD,B000142FVW,KED,"Very light color. I'm pale and it matches my skin tone. It's subtle, but it's great fro everyday wear.",1515801600,,"OPI Nail Lacquer, Not So Bora-Bora-ing Pink, 0.5 Fl Oz",Luxury Beauty,$8.40,2018/01/13,-0.0035244874939864717
15,586,4,"01 12, 2018",AIWN1666ZUAP9,B000142FVW,Lori,"Chick Flick Cherry is a rich blue-red that makes me think of old movies and late nights in the summertime. This is the color of red I like to wear in the summertime with open-toed shoes.  It gives a little mystery, but flirty enough to say hello.  It is a versatile red that is perfect in the winter months as well.  I really like the darker, richer reds in the winter time as there is something comforting and cozy about the color.  If you are not one for blue-reds, this would not be the shade for you.  I put on one coat of polish and it is the perfect shade of red for me.  I don't think I would like it with a second coat.  I do love OPI products but this came with some of the bristles straight out to the side.  While they don't get in the way of polishing my nails, I do worry about product dripping off those stray bristles.",1515715200,,"OPI Nail Lacquer, Not So Bora-Bora-ing Pink, 0.5 Fl Oz",Luxury Beauty,$8.40,2018/01/12,-0.0035244874939864717
16,588,1,"01 10, 2018",A3OP1NKCMO99U2,B000142FVW,Amazon Customer,its ok,1515542400,,"OPI Nail Lacquer, Not So Bora-Bora-ing Pink, 0.5 Fl Oz",Luxury Beauty,$8.40,2018/01/10,0.0070336467983657764
17,590,3,"01 1, 2018",A11LI37SHY97N,B000142FVW,Dede Koll,was really thick..like it was old! and you cannot return back to Amazon so you are stuck with it.,1514764800,,"OPI Nail Lacquer, Not So Bora-Bora-ing Pink, 0.5 Fl Oz",Luxury Beauty,$8.40,2018/01/01,0.008303361788570595
18,606,3,"04 9, 2018",A1KSC91G9AIY2Z,B00014GT8W,RYW,"Good foundation. High coverage but be prepared to spend time blending and buffing to avoid cake face. Lasted the whole day on my normal to dry skin. I did set it with powder. The reason for 3 stars is because the color selection can be tricky. I purchased yellow beige which was described as for light skin with yellow undertones, in my opinion this would be for medium skin. The color range is not extensive and the difference between one shade to the next is quite a jump. The ideal shade for a given individual would be a mix, which I think professionals do all the time. Im not so impressed that Id purchase 2 shades to custom mix.",1523232000,,"Dermablend Cover Creme Full Coverage Foundation with SPF 30, 1 Oz",Luxury Beauty,$39.00,2018/04/09,0.016726953754064904
19,608,4,"03 13, 2018",A1WKQ94M45D8MG,B00014GT8W,Denise Crawford,"I have light skin with some imperfections. As I age, I find that my skin tone is uneven, and I have capillaries that are visible as well as some dark spots on my face. I wasn't quite sure how this product would work for me.

It comes with a spatula, but instead I moistened my fingertips and applied it as I would my normal foundation. I was quite surprised and impressed by the coverage as I blended it. Since it comes hardened in the jar it was not as easy to apply as a liquid is, but warming it with the fingers seemed to help the spread. I dotted it and blended on my brown spots and it didn't seem to cake but looked fairly natural. I was very pleased with the outcome.

So why only 4 stars -- well, the truth is that the hard product in the jar isn't that easy to use. I didn't use the ""scoop"" and just twirled my fingers in the jar. It would be easy to overdo this. It is essential to get the right color for your skin and there is a handy chart on the website to use. I was thinking that a sponge might help with application, but I find that those just waste a lot of product. I also use a powder to set it. It is definitely thicker than my usual make-up and it's important to apply thinkly to avoid the ""caked-on"" look.

Overall, I do like the foundation and I will keep using it. No hypersensitvity reaction nor increase in blemishes noted.",1520899200,,"Dermablend Cover Creme Full Coverage Foundation with SPF 30, 1 Oz",Luxury Beauty,$39.00,2018/03/13,-0.005724522264141463
20,610,4,"02 28, 2018",AFICF7DKHTQ87,B00014GT8W,Amazon Customer,My wife likes the smoothness of the product as it makes it easy to apply. What she loves about it is that is has the SPF 30 feature which she finds most products having only SPF 15.,1519776000,,"Dermablend Cover Creme Full Coverage Foundation with SPF 30, 1 Oz",Luxury Beauty,$39.00,2018/02/28,-0.013324399450480228
21,612,2,"02 14, 2018",ACYR6O588USK,B00014GT8W,Groovin&#039; guy,"I've been pleased with Dermablend products all in all, but for some reason I found this one looks un-natural.

It gave my skin a mask like look. It just didn't suit me at all. I'm not sure if it's just a reaction with my own skin chemistry or if other people also find this product looking very artificial after application.

Again, I am usually satisfied with Dermablend makeup, this was my one exception.",1518566400,,"Dermablend Cover Creme Full Coverage Foundation with SPF 30, 1 Oz",Luxury Beauty,$39.00,2018/02/14,0.012069112628291625
22,614,5,"02 9, 2018",A2FSMTNXL81WJ0,B00014GT8W,Deborah Cox,"Great coverage, hides all my flaws",1518134400,,"Dermablend Cover Creme Full Coverage Foundation with SPF 30, 1 Oz",Luxury Beauty,$39.00,2018/02/09,0.013914584687517094
23,616,5,"01 7, 2018",A19WEEGB05YAZ3,B00014GT8W,J. Weaver,"This is a nice foundation that blends easily with a good brush. It blends into my skin well and doesn't have a heavy feeling. I don't wear makeup all that often, but when I do use this foundation, I feel good about it. It doesn't look or feel like I'm wearing a mask over my real face. It washes off easily and didn't cause any skin irritation or outbreaks.",1515283200,,"Dermablend Cover Creme Full Coverage Foundation with SPF 30, 1 Oz",Luxury Beauty,$39.00,2018/01/07,0.0016623440799480996
24,618,5,"03 14, 2018",AFU0JH2Z063DS,B0001Z66UM,Stephanie L.,"Works well, smells very pleasant.",1520985600,,"Toppik Fiber Hold Spray, 4 oz",Luxury Beauty,$9.95,2018/03/14,-0.0007819304070728716
25,620,5,"03 7, 2018",ATA098GPRGT01,B0001Z66UM,Ruth L. Brinson,"It works great, I love it",1520380800,,"Toppik Fiber Hold Spray, 4 oz",Luxury Beauty,$9.95,2018/03/07,0.004463078253377295
26,622,5,"04 20, 2018",A17CBPANJ3G5T9,B00021CDQ6,GeekMaster,"Get it, it's worth it!",1524182400,,Jack Black Double-Duty Face Moisturizer SPF 20,Luxury Beauty,$17.50,2018/04/20,5.623151071356609e-05
27,624,5,"01 6, 2018",A1XIFNB0XAMPOZ,B00021D2Z2,Lynette Boone,"easy to apply and works pretty well , baby cheeks are still red but not rough",1515196800,,"Mustela Nourishing Stick With Cold Cream, Ceramides and Natural Avocado Perseose, Moisturizer for Baby Skin",Luxury Beauty,$9.50,2018/01/06,0.0016623440799480996
28,626,5,"03 2, 2018",A3CP3TIMMV9ROY,B0002H842C,Amazon Customer,excellent,1519948800,,"jane iredale PurePressed Blush, 0.10 oz.",Luxury Beauty,$30.00,2018/03/02,0.01103202638179288
29,628,4,"03 14, 2018",A3R9H6OKZHHRJD,B0002RI2PG,LH422,"This is a pretty good setting powder.  It comes in a generous sized compact, and includes a puff to apply.  I don't use the application puff, as I find my existing makeup wears off on it.  I use a large, fluffy powder brush instead.  The color I have is translucent, but I find that it is more white than truly translucent.  When I brush it on it leaves a definite white cast on my face, and I'm pretty pale.  The directions for this powder say to use it for baking- basically, put quite a bit on, leave it for a few minutes, and then brush off.  I really want my powder to be able to perform for regular wear too.  I like a thin layer brushed on top to finish the look.  For this reason, while this is nice enough powder, I would not go out of my way to repurchase, as I would look for something with less white cast.",1520985600,,Dermablend Loose Setting Powder,Luxury Beauty,$27.00,2018/03/14,-0.0007819304070728716
30,630,5,"03 10, 2018",A2YQ7M9GFU3Z65,B0002RI2PG,Librarian,"I've switched to dermablend, and I'm not going back! The setting spray and powder is very high quality, and give their Makeup Forever counterparts a fierce run for the money. The Dermabland powder seems a little more coarse than my usual setting powder, but...when used with the setting spray, it stays on much, much longer. I've used Urban Decay spray, and many other brands, and Dermablend wins out by a mile. For the first time, my blush stays all day, instead of vanishing by mid-morning.

I never knew that Dermablend products were suitable for my skin. So glad I've discovered them!",1520640000,,Dermablend Loose Setting Powder,Luxury Beauty,$27.00,2018/03/10,-0.0012739848320225554
31,632,5,"02 9, 2018",A2FSMTNXL81WJ0,B0002RI2PG,Deborah Cox,Love it and I also have it in one of the colors,1518134400,,Dermablend Loose Setting Powder,Luxury Beauty,$27.00,2018/02/09,0.013914584687517094
32,634,3,"01 26, 2018",A2W4014S06NAIT,B0002RI2PG,Fathom,"I don't normally use foundation and don't have anything that needs covering up, so feel of the white powder and the spray on my face felt very unnatural and uncomfortable. I also tried the loose powder setter on my eyes then with my usual eyeliner, eye shadow, and mascara. For some reason the product didn't work on my eye lids very  well. My skin became too oily and as a result my eyeliner ran and my eye shadow disappeared after half a day. Overall, the product wasn't a good fit for me.",1516924800,,Dermablend Loose Setting Powder,Luxury Beauty,$27.00,2018/01/26,-0.006731974371398418
33,636,3,"01 19, 2018",A22RIIYSPA3EDH,B0002RI2PG,R. Eye,"I tried this Dermablend Makeup Setting Gift Set but it did not agree with my sensitive skin. I also am not used to powder products on my face, except for blusher. I regularly use foundation, but the powder over my entire face was not a flattering look.",1516320000,,Dermablend Loose Setting Powder,Luxury Beauty,$27.00,2018/01/19,0.008066726543333609
34,638,5,"01 18, 2018",A2B8GXSCB1R05T,B0002RI2PG,Zack Davisson,"I got this for my wife, and she really liked it. The setting powder works great with her face cream and foundation, and keeps her makeup on and fresh all day. She said the white color powder was translucent and matched with her skin color. Thumbs up for this one.",1516233600,,Dermablend Loose Setting Powder,Luxury Beauty,$27.00,2018/01/18,0.004385235280832624
35,640,3,"01 4, 2018",A1IDWUYX4QXTUE,B0002RI2PG,Leslie,"While I like the setting powder a lot, the spray does not work very well for me. It makes my makeup last all day, but it is drying and enhances the appearance of fine lines. My skin is much drier in the winter, and this winter is especially bad, so perhaps this is a makeup system that will work better for me in the summer months.",1515024000,,Dermablend Loose Setting Powder,Luxury Beauty,$27.00,2018/01/04,0.007033767403822243
36,642,5,"05 9, 2018",A2H3B82GQHA179,B0002ZW5UQ,T. L. Mouton,Product works!,1525824000,,TOPPIK Hair Building Fibers,Luxury Beauty,$46.95,2018/05/09,0.0093706436136782
37,644,1,"05 7, 2018",AHQVBCXO2WM5C,B0002ZW5UQ,ebuttah,Doesnt work,1525651200,,TOPPIK Hair Building Fibers,Luxury Beauty,$46.95,2018/05/07,-0.0002656413461944242
38,646,5,"05 6, 2018",A3E5D0Z4L63AD8,B0002ZW5UQ,Amazon Customer,I love it. It does wonders for my hair. It's really improved over the years. Does not come off on your hands or pillow cases. Makes your hair look fuller.,1525564800,,TOPPIK Hair Building Fibers,Luxury Beauty,$46.95,2018/05/06,0.003457945524821214
39,648,5,"03 14, 2018",AFU0JH2Z063DS,B0002ZW5UQ,Stephanie L.,Works great with my naturally reddish-brown hair.,1520985600,,TOPPIK Hair Building Fibers,Luxury Beauty,$46.95,2018/03/14,-0.0007819304070728716
40,650,5,"03 12, 2018",A24L28AJZKXALL,B0002ZW5UQ,Amazon Customer,"Excellent product for thin hair, I have been using it for several years and never want to be without it.",1520812800,,TOPPIK Hair Building Fibers,Luxury Beauty,$46.95,2018/03/12,-0.006363576572474682
41,652,1,"01 13, 2018",A17SNTLDQWMULL,B0002ZW5UQ,C. Furr,"These just really didn't work for me. I have diffuse thinning--not the worst out there, but quite noticeable. Sprinkling the fibers just caused them to kind of bunch up and clump, so it was really obvious there was something unsavory going on on my scalp. If you sweat a little bit or scratch your head, the fibers will really turn into clumps. I'm glad this works for other people, but I don't really want anyone to be able to tell that I'm hiding my thin hair behind some powder.",1515801600,4.0,TOPPIK Hair Building Fibers,Luxury Beauty,$46.95,2018/01/13,-0.0035244874939864717
42,654,5,"03 1, 2018",A2UXYXRUPAO4TC,B0006FMQWO,Amazon Customer,"Very good cleanser!  Gentle but thorough.
Have used it for years and will continue to use. Love it!",1519862400,,"PCA SKIN Facial Wash, 7 fl. Oz.",Luxury Beauty,$32.00,2018/03/01,0.005071602697712925
43,655,2,"04 2, 2018",A3HBZYCHTIGP5S,B0006PJRVM,Viking2014,Looks yellow on my nails. I do love other zoya nailpolishes except this,1522627200,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/04/02,0.012614865708685044
44,656,2,"04 2, 2018",A3HBZYCHTIGP5S,B0006PJRRG,Viking2014,Looks yellow on my nails. I do love other zoya nailpolishes except this,1522627200,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/04/02,0.012614865708685044
45,657,5,"03 24, 2018",ASODUN15U3MLP,B0006PJRRG,flowerchild,"Lavender Perfector is awesome!  Sheer, but 3 coats diminish any yellowish tones. I wear it alone or under/over my other polishes.",1521849600,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/03/24,0.027157255734905853
46,658,5,"03 24, 2018",ASODUN15U3MLP,B0006PJRVM,flowerchild,"Lavender Perfector is awesome!  Sheer, but 3 coats diminish any yellowish tones. I wear it alone or under/over my other polishes.",1521849600,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/03/24,0.027157255734905853
47,659,3,"03 10, 2018",AIWSX8DYYGBJY,B0006PJRVM,GNF,"I ordered Vega pixie dust. Its an ok polish but for what I have gotten with Zoya before I was a bit disappointed. The polish is very see through, think top coat with glitter in it. It would take several coats before you couldn't see through it. Im also not a fan of how it dries like sandpaper on your nails. You NEED a top coat with this unless you want your nails to snag every fuzz or hair. It is pretty but I wanted something that went on smooth with some sparkle so I could have a silver glitter accent nail. This wasn't it :(",1520640000,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/03/10,-0.0012739848320225554
48,660,5,"03 2, 2018",A2NY3UM9B2LTOL,B0006PJRVM,Sarah A,This is the best nail polish on the market! It lasts for about a week and is also loaded with healthy non toxic ingredients! I ordered the color Snow White and it looks stunning!,1519948800,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/03/02,0.01103202638179288
49,661,3,"03 10, 2018",AIWSX8DYYGBJY,B0006PJRRG,GNF,"I ordered Vega pixie dust. Its an ok polish but for what I have gotten with Zoya before I was a bit disappointed. The polish is very see through, think top coat with glitter in it. It would take several coats before you couldn't see through it. Im also not a fan of how it dries like sandpaper on your nails. You NEED a top coat with this unless you want your nails to snag every fuzz or hair. It is pretty but I wanted something that went on smooth with some sparkle so I could have a silver glitter accent nail. This wasn't it :(",1520640000,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/03/10,-0.0012739848320225554
50,662,5,"03 2, 2018",A2NY3UM9B2LTOL,B0006PJRRG,Sarah A,This is the best nail polish on the market! It lasts for about a week and is also loaded with healthy non toxic ingredients! I ordered the color Snow White and it looks stunning!,1519948800,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/03/02,0.01103202638179288
51,663,4,"02 21, 2018",APR52YKQ7EZVV,B0006PJRVM,Summer,The nail polish itself is great but I did not like the thin brush. A bit difficult to apply.,1519171200,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/02/21,0.0009735511485316766
52,664,5,"02 10, 2018",A22YTUDL95N29U,B0006PJRVM,Dee,"You wouldn't expect the bright metallic shine that the Trixie polish gives off, but it's amazing, and you only need 1 coat.",1518220800,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/02/10,0.013914584687517094
53,665,4,"02 21, 2018",APR52YKQ7EZVV,B0006PJRRG,Summer,The nail polish itself is great but I did not like the thin brush. A bit difficult to apply.,1519171200,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/02/21,0.0009735511485316766
54,666,5,"02 10, 2018",A22YTUDL95N29U,B0006PJRRG,Dee,"You wouldn't expect the bright metallic shine that the Trixie polish gives off, but it's amazing, and you only need 1 coat.",1518220800,,"ZOYA Nail Polish, 0.5 fl. oz.",Luxury Beauty,$10.00,2018/02/10,0.013914584687517094
55,667,4,"04 1, 2018",APGX3X3M19FO6,B0007M11XQ,Johnnie Dust,"good shaving cream for the price, but there are better artisan soaps out there for not too much more money",1522540800,,"Proraso Shaving Cream, Refreshing and Toning, 5.2 oz",Luxury Beauty,$10.00,2018/04/01,-0.02233742341975267
56,668,5,"02 14, 2018",AC5PPX3XLCZN1,B0007M11XQ,G.K. Hyder,Love this product. Going on a cruise in April and taking this with me.,1518566400,,"Proraso Shaving Cream, Refreshing and Toning, 5.2 oz",Luxury Beauty,$10.00,2018/02/14,0.012069112628291625
57,669,5,"03 1, 2018",A31EP5ND68247Q,B0007WZ7YU,Rachel,Product has held up to three years of use and travel thus far.,1519862400,,Elchim Classic 2001 Dryer,Luxury Beauty,$146.00,2018/03/01,0.005071602697712925
58,670,4,"02 18, 2018",A1VRPTS2C1ATNJ,B000ASDGK8,Heather Leigh,"This dryer is really heavy and normally I would say it is too heavy. However, I have been working out my guns lately and seem to handle the weight better than I would have in the past. I have now used my dryer twice with the smoothing nozzle on it. I have fine hair, but a lot of it. It is also naturally curly and I use the dryer to straighten my locks. My hair dried pretty quickly, but what really surprised me was how much smoother my hair looked and felt with this dryer versus my cheapie ceramic drier. My hair is noticeably smoother,  and I love that this has a cold setting rather than just a cold shot button. It makes cooling the strands and setting the style so much easier!

If only is was 1/2 the weight I would have given 5 stars.  Hopefully it will last as long as my cheapie dryers. It seems every time I splurge on something higher end, it burns out in a couple months- while the cheap $20 dryers last me a year or 2. That's why I went wit this one. It wasn't too expensive, but seemed like a step up. Hopefully it is well made.",1518912000,8.0,BaBylissPRO Ceramix Xtreme Dryer,Luxury Beauty,$59.99,2018/02/18,-0.005841389481593838
59,671,4,"05 7, 2018",A2N7F6VT2SQDYZ,B000AV4XW0,Jenny Smith,"My skin is combination skin, and in the spring/summer, especially, the T-zone on my face is perpetually oily and shiny.  No type of makeup or powder helps with this problem.  Since the other parts of my skin are dry, I use this product only on my T-zone, and have noticed, after just a few uses, a definite improvement in shine, oil, and what I call ""makeup override"" which is when oil overpowers and makes the makeup on my face disappear in those oily areas.  My nose/forehead still gets oily looking later in the day, but this is a big improvement overall.",1525651200,,"Natura Bisse Stabilizing Cleansing Mask, 7.0 fl. oz.",Luxury Beauty,$54.00,2018/05/07,-0.0002656413461944242
60,672,4,"05 7, 2018",A2R1HUYHXV7H18,B000AV4XW0,Bugs,"I received a tester.
One thing that I noted was that there are artificial colors in this mask when it is pretty much just white anyway.  It seems like those are just unnecessary to me.  There's also some fragrance components that could cause some people problems, though the scent itself is just very light and not at all strong.  The clay is Kaolin.

It comes out as a thick white lotion that I spread over my face.  I received a tester and there were no instructions.  I used it like I would any other mask, applying it to my face and letting it dry before rinsing it well.

I picked this out to try because my skin is normally dry, but during big temperature changes like we have in the South during the spring, it gets very, very oily, and that's been a problem lately.  This has some menthol it in that felt slightly cooling on my skin.  I read while it dried and found it pleasant to have on.  It rinsed off easily.  I felt like it took every bit of oil, dirt, sweat- everything, out of my skin.  My skin felt vacuumed out.  My skin looked a bit rosy and felt a bit dry and tight.  I put some moisturizer on and my skin just sucked it up, much more than normal.  24 hours later and my skin still didn't feel oily, only normal.

I would say that this is going to be a product that people should figure out for themselves how often to use.  I would reserve use of it for myself for times during seasonal changes when my skin gets very oily.  I would avoid this normally when my skin was dry, because this mask is very drying to me.  I do really appreciate that it is good at decreasing oiliness and cleansing and tightening pores.

I would recommend this for people with oily skin.  It does have some ingredients that could be a problem or very sensitive skin though, and it could cause a bit of breakout at first- it has willow bark in it and ingredients that often will 'uncover' breakouts about to happen anyway, though they should be less serious than usual and descrease quickly.  This seems like it would be a great mask for teen guys and men with very oily skin too.",1525651200,,"Natura Bisse Stabilizing Cleansing Mask, 7.0 fl. oz.",Luxury Beauty,$54.00,2018/05/07,-0.0002656413461944242
61,673,5,"05 4, 2018",A32O98PFC3OP7K,B000AV4XW0,A Gamer at Heart,"Per the wife:  I don't have acne. I am 55 years old.  But I do have large pores and I am always looking for products that will help reduce the size.  Plus I have oily skin. I love this mask. I wear heavy makeup during the day, and this mask takes it all off.  When I use a toner after using this mask, there is no makeup left on my face.  It also has a very pleasant scent. I like to put it on in the bathtub after I wash my face, let it dry and then wash it off. It feels very luxurious and does a great job. It reduced my pore size. My skin is tight the next morning and looks great.  The product size is large so you get a lot out of the container.  Overall, highly recommended.",1525392000,,"Natura Bisse Stabilizing Cleansing Mask, 7.0 fl. oz.",Luxury Beauty,$54.00,2018/05/04,0.003457945524821214
62,674,5,"05 3, 2018",A3JUHP1E3WUHEA,B000AV4XW0,Dr. Stuart Gitlow,"Some masks are difficult to spread because they're too thick or firm. Not this one: this is a white cream that is easily smoothed over your entire face in just a minute. It dries quickly and is easy to remove afterward with a warm damp washcloth. Afterward, my face feels smooth and clean (and I follow with a serum and moisturizer). Note that if you apply nothing after the mask, there's a little bit of a satin-like sheen to your skin that remains after mask removal. The dispenser works well and there is a pleasing scent that is acceptable for both men and women. I have had no irritation or redness following every other day use. Highly recommend.",1525305600,,"Natura Bisse Stabilizing Cleansing Mask, 7.0 fl. oz.",Luxury Beauty,$54.00,2018/05/03,0.012811179191865156
63,678,4,"03 14, 2018",AQTV8CV3NZ06L,B000EM9CU8,abklyngirl,It does make my hair very shiney as promised.  But I have fine hair and have to be careful not to use too much of product . Probably excellent for thick and/or frizzy hair.,1520985600,,"CHI Shine Infusion, 5.3 oz",Luxury Beauty,$16.00,2018/03/14,-0.0007819304070728716
64,679,5,"03 12, 2018",A2OGXO7G3GUBA8,B000EM9CU8,Christine,I LOVE this stuff! Addicted. It makes your hair so shiny and not greasy at all.,1520812800,,"CHI Shine Infusion, 5.3 oz",Luxury Beauty,$16.00,2018/03/12,-0.006363576572474682
65,680,1,"01 20, 2018",A2XB933HCLJU51,B000EMDK2Y,Jeanette Mendez,"Not for me, didn't see what the most of the reviews say. I have curly and freeze hair. I use a professional dryer and my hair looks better without this product. I don't like the smell. I threw it away",1516406400,,"CHI Keratin Mist ,12 Fl Oz",Luxury Beauty,$16.00,2018/01/20,0.008066726543333609
66,681,5,"02 23, 2018",A1WT5DZYZ10FO9,B000FGVJWW,Ceil Clark,Love it! Great aftershave balm for the winter.,1519344000,,"The Art of Shaving After Shave Balm, Sandalwood, 252mg",Luxury Beauty,$40.00,2018/02/23,0.011757015405636876
