User ID,Predicts
AYQ14XGJODM9J,"B001ARP2LY,B009G532FA,B002RS6JSA,B001QTLNK0,B00JRW7QCC,B0073FET84,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B01DSY86YG,"
A1UUI7PFQ5FU4E,"B00MTUT834,B01GFYWYC6,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,"
A3SE4NU7AGO47Q,"B005DUA5BG,B006RBR7NO,B0006FMQWO,B004XMAVFA,B014AH60PW,B0013A6NFM,B003YC8NS2,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,"
AIEEK7AHXKZCC,"B01GOZ61O8,B017GZJFV6,B001GPUHZQ,B008H6N7TU,B00JZZRNME,B00JZ2AURM,B008H6MXBI,B006RBR7NO,B00XNTNH6Y,B00ZVFKY14,"
A2N7F6VT2SQDYZ,"B004JKNYL4,B00T07GQ3E,B01B3QIEPC,B00B27040G,B00B4F0LZ4,B0025YVBG6,B00ZY65RUI,B00CYHM3Y8,B01GOZ61O8,B0015ZC1CY,"
A1T61QP7QHYBRQ,"B016KDZHCG,B000Q34ZS4,B00T07GQ3E,B003BT6HMW,B01B3QIEPC,B004JKNYL4,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,"
APP35M28G2U51,"B01CP39M4O,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
AC1U7PPQJKA9D,"B000XVBRPS,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
A1OQQSBFCD2T4O,"B0006PLPE4,B00X8T2L5W,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,"
A3OXM4NUGQKIQ0,"B000IOAA3K,B000CRQHNU,B0037MIMLW,B00J4F3YVY,B016FD2DQY,B00IZO0LLG,B00T57UPNQ,B0001EL9BO,B01DWRRYS8,B00NGJLCEK,"
A2BQWD54CXBX6R,"B008MAPGEK,B01CP39FL4,B000ZOFUOC,B000AV4XW0,B01HGSJPMW,B00J66M2SM,B0007WZ7YU,B00F6XZNGM,B015WFNLR6,B00F6XZN9O,"
A1MD9AEU9C4WJN,"B004I14JCC,B01GDUM666,B01DOZ5AA2,B0036G153G,B00FW6ZTW6,B007PCB5OQ,B003BT6HNQ,B000Z5YFY2,B00ZY9MZZU,B00ZY65RUI,"
AN2CU1YP12J4U,"B01GDUM666,B01DOZ5AA2,B0036G153G,B004I14JCC,B00FW6ZTW6,B007PCB5OQ,B003BT6HNQ,B000Z5YFY2,B00ZY9MZZU,B00ZY65RUI,"
A2KJIX9GXBCVWH,"B0009OAGVA,B000OOSHAM,B00D3M0V4C,B000068DWY,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,"
A15T9G38F589KM,"B011J6HJKM,B017GZJFV6,B001GPUHZQ,B0058YKIA0,B009G532FA,B008H6N7TU,B00JZZRNME,B004SGZ610,B00EXW53GC,B001EGP680,"
A1QVSH3CRJHGHJ,"B0015ZC124,B01CF4J540,B001VJVP0S,B001NZF2Q8,B000C1VYDY,B000PHZ7GK,B00CYHM7NU,B0015Z2XD6,B0015Z52JS,B0031NNE56,"
A1ZO9D554VQO9F,"B00B95PWFS,B0161ZC5GY,B0073FET84,B001FNPJ5C,B000Z5YFY2,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B01DSY86YG,B00ZY9MZZU,"
AK9XE112RZO6Q,"B00203Q9B4,B000IOAA3K,B00J4F3YVY,B01CP39HMG,B016FD2DQY,B01CP39M4O,B000V3ME6Y,B00NGJLCEK,B00T57UPNQ,B0001EL9BO,"
A22RIIYSPA3EDH,"B0002RI2PG,B007ZUGBLA,B000SWY05Q,B01HGSJPMW,B001ABYS4C,B0001UWRCI,B0007WZ7YU,B00F6XZNGM,B015WFNLR6,B00CLIC7E6,"
AIWNA9CO69GZT,"B000Q384SQ,B00SNM5US4,B005VQZ09O,B00E7T212K,B0001Z66UM,B000W8JZIS,B000QU75H0,B000O7NP38,B00F6XZN9O,B0010MGNK8,"
A19RDMX22VXXSD,"B009S7H0UE,B00H2VO6P0,B017GZJFV6,B00B95PWYE,B00N0YMMMC,B00B95PWFS,B001FNPJ5C,B001Q58FAK,B01B4OIJ62,B00PX78KPM,"
A29M09QBG9TZLP,"B01BI6SQ96,B000GEJQKK,B003YC8NS2,B00OMLC9HA,B008XWXZ9U,B014AH60PW,B00176B8BG,B00G193SGW,B00V3LFC3U,B00EXW53GC,"
A2F0E69BAX0T0T,"B00203MP9E,B001DTZK0C,B000IEKTZ4,B001LITXVW,B0012XM8MC,B00KSS3MJ0,B00J9PYEYU,B00HZ2BOEC,B00014GT8W,B000NG80GM,"
A2RVCF21L2NPU5,"B00CYHM7NU,B001NZF2Q8,B00F6XZN9O,B00PSFLL3M,B001VJVP0S,B00IBDCYWK,B01FTDAHVO,B000KQ7X4K,B000O7NP38,B000EMDK2Y,"
AJ9VB45YRX8C9,"B000142FVW,B001B271Q2,B000NG80GM,B00014GT8W,B001O51GUI,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B019FYF466,"
AN0U0GNJJPEUR,"B009S7H0UE,B00H2VO6P0,B0015ZC13I,B017GZJFV6,B00B95PWYE,B00N0YMMMC,B01GOZ61O8,B00ZVFKY14,B00JZ2AURM,B00ZY65RUI,"
A3RZOPQ42Q50B1,"B007PCB5OQ,B01B4OIJ6M,B001O1K3I8,B00JRW7QCC,B00ENIJNU8,B00DX7QL2S,B000Z5YFY2,B00ZY9MZZU,B0036G153G,B00FW6ZTW6,"
A2H3B82GQHA179,"B000QU75H0,B01D90BYKC,B0001Z66UM,B00SNM5US4,B005VQZ09O,B0013U0EYI,B001Q58FAK,B000QGKQXO,B000PHZ7HO,B00LCBRIW4,"
ATECU14VUIOJ0,"B00203SDQS,B01FTDAHVO,B0032Z24JU,B003YC8NS2,B00176B8BG,B015WFNLR6,B008XWXZ9U,B0007WZ7YU,B00LNJSDWO,B0036G153G,"
AJ68F5QP3GK5S,"B00ZY65RUI,B00FW6O5FI,B01CP39HMG,B0025YVBG6,B01AZR97RE,B00XNTNH6Y,B008VKEA9I,B00NGJLCEK,B00T57UPNQ,B01DSY86YG,"
A1JXRXYVSUAW6I,"B00203SDQS,B001GPUHZQ,B01FTDAHVO,B008H6N7TU,B00JZZRNME,B008H6MXBI,B00XNTNH6Y,B0032Z24JU,B01DSY86YG,B0018BQ5MW,"
A12C1OTJ37UUG7,"B000MIH34Q,B000WXGU4A,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,"
A30YWSM4MPDZ6A,"B001T0HHDS,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
A9BM5GD4ASCMD,"B004W55086,B004FH8NAS,B00JGWYOG4,B00172PC3A,B00N9TSRPE,B00F6XZVXC,B00172O9NO,B0060OUV5Y,B00QPNKVGY,B000ADDVFI,"
A1TPW86OHXTXFC,"B00203MP9E,B00CYHM3Y8,B0161ZC5GY,B001G60E3K,B0073FET84,B001MF3FMW,B011J6HJKM,B01FTDAHVO,B000Z5YFY2,B000CRQHNU,"
A19QPJNL5HOJAL,"B00WVOS6EK,B001EGP680,B002SQ6K1M,B00CLIC7E6,B0001UWRCI,B009G532FA,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,"
A32OWCGEXIE1EI,"B01G2KWBZS,B0010OKF7S,B00MFTOMLC,B003BT6HNQ,B00FW6ZTW6,B0010MGNK8,B002HG7NX2,B00IC4ZT6Q,B0036G153G,B0010JREC2,"
A3VP3TSPGYRR65,"B016KDZHCG,B000Q34ZS4,B00T07GQ3E,B003BT6HMW,B01CP39M4O,B01B3QIEPC,B004JKNYL4,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,"
A16YMCFWGSFGS9,"B001GPUHZQ,B008H6N7TU,B00JZZRNME,B008H6MXBI,B00XNTNH6Y,B0161ZC5GY,B0073FET84,B000Z5YFY2,B01B4OIJ62,B00ENIJNU8,"
AYUF7YETYOLNX,"B008MAPGEK,B01CP39FL4,B000ZOFUOC,B000AV4XW0,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,"
A3MEMX0XF00TBD,"B001GPUHZQ,B008H6N7TU,B00JZZRNME,B008H6MXBI,B00XNTNH6Y,B00203SDQS,B0032Z24JU,B01FTDAHVO,B01DSY86YG,B0018BQ5MW,"
ASFW4ZMNZJKDA,"B003QXZWYW,B00CYHM3Y8,B001T0HHAG,B00PKA9NWQ,B000TUNMW4,B01A982YRO,B000IOAA3K,B00WIJP48Y,B001GAOV9Y,B0052H2JXW,"
A2CNGARED6OWWU,"B00ZY65RUI,B00FW6O5FI,B01CP39HMG,B0025YVBG6,B01AZR97RE,B00XNTNH6Y,B008VKEA9I,B00NGJLCEK,B00T57UPNQ,B0001EL9BO,"
A36U7QMYILRLSW,"B00ZY65RUI,B00MTUT834,B01GFYWYC6,B0025YVBG6,B00XNTNH6Y,B01AZR97RE,B008VKEA9I,B003QXZWYW,B00FW6O5FI,B00203MP9E,"
ASJ0MKRFZC47B,"B008MAPGEK,B01CP39FL4,B000ZOFUOC,B000AV4XW0,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,"
AT1RF4WNPGGLC,"B00B95PWFS,B001FNPJ5C,B001Q58FAK,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B01DSY86YG,B00C8FVXQA,B0018BQ5MW,B00T57UPNQ,"
A23OEXX9JTOJZY,"B01DSY86YG,B01GDUM666,B000PY9HG4,B00F6XZNLM,B00AAR9I60,B0010JREC2,B00LCBRIW4,B00IC4ZT6Q,B008H6N7TU,B001FNPJ5C,"
A9O3ZVSNHZ0WJ,"B0017SWIU4,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
A1OPZ3BUTEL47R,"B00B95PWFS,B0161ZC5GY,B007PCB5OQ,B0073FET84,B001FNPJ5C,B000Z5YFY2,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B01DSY86YG,"
A3MW6AIZWLJCOO,"B000CNTT9I,B00BD3R1PU,B000ULGO7M,B000LD3J3Q,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,"
A3B9RXJR7ENGPX,"B00B95PWFS,B00G6H88FK,B0002H842C,B00AAV845M,B001FNPJ5C,B01CF4J540,B004DQ0D1I,B00R5DS94O,B00M0V39VE,B000CRQHNU,"
A3CSWP37MF334K,"B00C1RWL16,B00SZEQC46,B001P3QHHG,B0015ZC0W0,B00176B8BG,B015WFNLR6,B0036G153G,B008XWXZ9U,B0007WZ7YU,B00LNJSDWO,"
A22E56DQ8FTP36,"B01GOZ61O8,B017GZJFV6,B004SGZ610,B001EGP680,B0001UWRCI,B00F9JGPTW,B002SQ6K1M,B0058YKIA0,B009G532FA,B00CLIC7E6,"
A1RRMZKOMZ2M7J,"B004JKNYL4,B00T07GQ3E,B01B3QIEPC,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,"
A3AO77W3NW2N9G,"B00PSFLL3M,B0012RWK5I,B000Z5YFX8,B00IBDCYWK,B00CYHM7NU,B001NZF2Q8,B001VJVP0S,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,"
A3JUHP1E3WUHEA,"B008MAPGEK,B01CP39FL4,B000AV4XW0,B01A0NT3D6,B00IBDCYWK,B002D48QUC,B01BI6SQ96,B00C1RWL16,B000LD3J3Q,B00203SDQS,"
A3Q1J68QY1MZQ9,"B0037MIMLW,B005CVGJFM,B00IZO0LLG,B000CRQHNU,B01DWRRYS8,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,"
A2M6J4CGEA29JI,"B01HGSJPMW,B00J66M2SM,B00B95PWFS,B0161ZC5GY,B0073FET84,B001FNPJ5C,B000Z5YFY2,B01B4OIJ62,B00PX78KPM,B008H6N7TU,"
A2PU5IDX61XJ7A,"B007PCB5OQ,B01B4OIJ6M,B001O1K3I8,B00JRW7QCC,B00ENIJNU8,B00DX7QL2S,B000Z5YFY2,B00ZY9MZZU,B0036G153G,B00FW6ZTW6,"
A36VWPU7SXWOFG,"B01FTDAHVO,B00203MP9E,B00B95PWFS,B008MAPGEK,B001FNPJ5C,B00CYHM7NU,B00J4F3YVY,B01CP39FL4,B01B4OIJ62,B00PX78KPM,"
A2K75QOCP9ZHSL,"B01GDUM666,B01DOZ5AA2,B0036G153G,B004I14JCC,B00FW6ZTW6,B007PCB5OQ,B003BT6HNQ,B000Z5YFY2,B00ZY9MZZU,B00ZY65RUI,"
AIWSX8DYYGBJY,"B00IMRC4SY,B00ZE3SSSO,B004UMYEIS,B00KYCLTCM,B000PEJO76,B0006PJRVM,B000EM9CU8,B000O5WCN4,B00R3PZK14,B0006PJRRG,"
A15OVM8JWXHVNF,"B011J6HJKM,B0058YKIA0,B00EXW53GC,B00V3LFC3U,B00G193SGW,B004SGZ610,B001KOTQQ4,B00176B8BG,B003YC8NS2,B008XWXZ9U,"
A3SMR4HRFJARSC,"B004JKNYL4,B00T07GQ3E,B01B3QIEPC,B009G532FA,B002RS6JSA,B001QTLNK0,B00JRW7QCC,B00ZY65RUI,B008MAPGEK,B00FW6O5FI,"
A3U029B8Z5WGI2,"B011J6HJKM,B017GZJFV6,B0058YKIA0,B009G532FA,B004SGZ610,B00EXW53GC,B001EGP680,B00V3LFC3U,B00G193SGW,B0001UWRCI,"
A3C2JQC6R2K52C,"B0025YVBG6,B00XNTNH6Y,B01CP39HMG,B008VKEA9I,B00ZY65RUI,B003QXZWYW,B00203Q9B4,B00150NTJ8,B00U1E54CE,B00FW6O5FI,"
A2X3L31KCXBHCL,"B008MAPGEK,B01CP39FL4,B000ZOFUOC,B000AV4XW0,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,"
A1F7OSK6UV1A3C,"B009G532FA,B002RS6JSA,B001QTLNK0,B00JRW7QCC,B00CLIC7E6,B0001UWRCI,B01B4OIJ6M,B00ENIJNU8,B001EGP680,B002SQ6K1M,"
A3ECGCYX7OGQSV,"B01G2KWBZS,B0015ZC13I,B00B27040G,B00B4F0LZ4,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,"
A8FKBLA05XOF0,"B0025YVBG6,B00ZY65RUI,B01CP39HMG,B00XNTNH6Y,B008VKEA9I,B00NGJLCEK,B00T57UPNQ,B00FW6O5FI,B01AZR97RE,B0001EL9BO,"
A3TMBYDFP1B9DM,"B001GPUHZQ,B008H6N7TU,B00JZZRNME,B008H6MXBI,B00XNTNH6Y,B007PCB5OQ,B01B4OIJ6M,B001O1K3I8,B00JRW7QCC,B00ENIJNU8,"
A224KM22RQ5CD4,"B00ZY65RUI,B004IZA3YG,B0009OAGVA,B00FW6O5FI,B00UI3OLZE,B01CP39HMG,B0025YVBG6,B01AZR97RE,B00XNTNH6Y,B008VKEA9I,"
A5ZD6FBMZQGDS,"B01CP39FL4,B000ZOFUOC,B008MAPGEK,B004JKNYL4,B00T07GQ3E,B01B3QIEPC,B000AV4XW0,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,"
A3A5XNAM3ZW7Z6,"B00B95PWFS,B0161ZC5GY,B0073FET84,B001FNPJ5C,B000Z5YFY2,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B01DSY86YG,B00ZY9MZZU,"
A2WW57XX2UVLM6,"B00ZY65RUI,B00B95PWFS,B001FNPJ5C,B00FW6O5FI,B001Q58FAK,B01CP39HMG,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B0025YVBG6,"
A1DNXL8BIR5R8R,"B008MAPGEK,B00J4F3YVY,B01CP39FL4,B01B4OIJ62,B00PX78KPM,B01452YZOA,B015WFNLR6,B0036G153G,B008XWXZ9U,B0007WZ7YU,"
A26FEJTPYJ934F,"B0060OUV5Y,B00172PC3A,B00QPNKVGY,B000ADDVFI,B00T07GQ3E,B01B3QIEPC,B004JKNYL4,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,"
AZ9N3928BGQ0E,"B00B95PWFS,B001FNPJ5C,B01GOZ61O8,B001Q58FAK,B017GZJFV6,B009G532FA,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B002RS6JSA,"
A21SESEJ8E52B7,"B00203MP9E,B00203SDQS,B01FTDAHVO,B001LITXVW,B00F6XZNGM,B000EMDK2Y,B0032Z24JU,B0001UWRCI,B00J9PYEYU,B000KQ7X4K,"
A35Q0RBM3YNQNF,"B00B95PWFS,B0161ZC5GY,B0073FET84,B001FNPJ5C,B000Z5YFY2,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B01DSY86YG,B00ZY9MZZU,"
A9XX8OHS2ZQ2X,"B00PSFLL3M,B0012RWK5I,B000Z5YFX8,B00IBDCYWK,B00CYHM7NU,B001NZF2Q8,B001VJVP0S,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,"
A25KKXUQQ0OLWB,"B007PCB5OQ,B00TBJWP86,B01B4OIJ6M,B001O1K3I8,B00JRW7QCC,B0058QM77K,B00ENIJNU8,B00DX7QL2S,B000Z5YFY2,B00ZY9MZZU,"
A2SH7OWE8QJYNC,"B001HBL9R4,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
A1O229NVVDJUX2,"B00ZY65RUI,B003QXZWYW,B00CYHM3Y8,B001G60E3K,B00FW6O5FI,B01CP39HMG,B0025YVBG6,B001PLXLU4,B0052H2JXW,B001GAOV9Y,"
A1RZ0J2CZZJOTX,"B01CP39M4O,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
A3NM1MT3Q2FHXV,"B01CP39M4O,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
A27JPD9Y6H9WQK,"B0013U0EYI,B000PHZ7HO,B00LCBRIW4,B0002ZW5UQ,B00ZY65RUI,B01A0NT3D6,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,"
A1X7TX6H43L9K2,"B00203MP9E,B01FTDAHVO,B001DTZK0C,B001LITXVW,B0012XM8MC,B00F6XZNGM,B00KSS3MJ0,B000EMDK2Y,B00J9PYEYU,B000KQ7X4K,"
A19YOYY7FLQMA6,"B003QXZWYW,B00CYHM3Y8,B001G60E3K,B001PLXLU4,B0052H2JXW,B001GAOV9Y,B000TUNMW4,B00WIJP48Y,B01A982YRO,B008MAPGEK,"
A2VQEJB0T6T7MB,"B00150NTJ8,B002CML1XE,B00LCBNOPO,B016N2SDVG,B000J10II4,B00YHMQDC6,B0017SWIU4,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,"
A37FFWZUGO8L7W,"B015WFNLR6,B0036G153G,B008XWXZ9U,B0007WZ7YU,B00LNJSDWO,B003YC8NS2,B0001UWRCI,B017GZJFV6,B0058YKIA0,B009G532FA,"
A3F9CMU8KNAY1M,"B01CP39M4O,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
A4H12YFC21JJ7,"B003B6S36S,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
A38KO3KKR7GF4V,"B00COV2LUA,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,B00203MP9E,B0015ZAOLY,B0060OUV5Y,"
A3PSZ52D77DM4P,"B000QGKQXO,B000VTRJTU,B004UMYEIS,B00ZE3SSSO,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,B019FYF466,"
A3A90CELVLOUP6,"B00B95PWFS,B0161ZC5GY,B0073FET84,B001FNPJ5C,B000Z5YFY2,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B01DSY86YG,B00ZY9MZZU,"
A1IOSNSY31L5EI,"B00ZY65RUI,B00FW6O5FI,B01CP39HMG,B0025YVBG6,B01AZR97RE,B00XNTNH6Y,B008VKEA9I,B00NGJLCEK,B00T57UPNQ,B0001EL9BO,"
A2VH0UT5EQFB6P,"B011J6HJKM,B017GZJFV6,B0058YKIA0,B009G532FA,B004SGZ610,B00EXW53GC,B001EGP680,B00V3LFC3U,B00G193SGW,B0001UWRCI,"
A2QNMPNXW1QAQ5,"B009S7H0UE,B00H2VO6P0,B017GZJFV6,B00B95PWYE,B00N0YMMMC,B0010MGK6A,B00TBJWP86,B0058QM77K,B001NZ1OWO,B01GOZ61O8,"
A1EMN4T3ROJDOO,"B00B95PWFS,B001FNPJ5C,B001Q58FAK,B01B4OIJ62,B00PX78KPM,B008H6N7TU,B01DSY86YG,B0018BQ5MW,B00C8FVXQA,B00T57UPNQ,"
A23P5BO1UGNIRR,"B01GOZ61O8,B017GZJFV6,B00JZ2AURM,B006RBR7NO,B00ZVFKY14,B016KDZHCG,B000Q34ZS4,B00T07GQ3E,B003BT6HMW,B01G2KWBZS,"
ATYUQROTHLNYV,"B007PCB5OQ,B01B4OIJ6M,B001O1K3I8,B00JRW7QCC,B00ENIJNU8,B00DX7QL2S,B000Z5YFY2,B00ZY9MZZU,B0036G153G,B00FW6ZTW6,"
AG7EF0SVBQOUX,"B0060OUV5Y,B00172PC3A,B00QPNKVGY,B000ADDVFI,B00T07GQ3E,B003QXZWYW,B00CYHM3Y8,B001G60E3K,B001PLXLU4,B0052H2JXW,"
A3U5HKDHPYBAK3,"B01GOZ61O8,B017GZJFV6,B0058YKIA0,B009G532FA,B004SGZ610,B00B27040G,B001EGP680,B00B4F0LZ4,B0001UWRCI,B00F9JGPTW,"
A2FBPS1P12N24T,"B00176B8BG,B01BI6SQ96,B000GEJQKK,B008XWXZ9U,B003YC8NS2,B00OMLC9HA,B014AH60PW,B00G193SGW,B00V3LFC3U,B00EXW53GC,"
A34W7QA4J5UTOR,"B0161ZC5GY,B0073FET84,B000Z5YFY2,B01B4OIJ62,B00PX78KPM,B00ZY9MZZU,B007PCB5OQ,B0036G153G,B002D48QUC,B01A0NT3D6,"
A23AG3Y9IGG0NU,"B0002H842C,B00AAV845M,B004DQ0D1I,B00YFVBQEO,B0006PJRVM,B00KYCLTCM,B000O5WCN4,B00R3PZK14,B000PEJO76,B0006PJRRG,"
A3VGAP2KLCBNBB,"B0161ZC5GY,B0073FET84,B000Z5YFY2,B01B4OIJ62,B00PX78KPM,B00FYSZDQ4,B00ENIJNU8,B00ZY9MZZU,B007PCB5OQ,B00ZY65RUI,"
A2XI3URIX4E0PI,"B000W8JZIS,B00F9JGPTW,B002SQ6K1M,B00SNM5US4,B00E7T212K,B001EGP680,B000QU75H0,B0001Z66UM,B00CLIC7E6,B0001UWRCI,"
A3AYSYSLHU26U9,"B00CYHM3Y8,B0015ZC1CY,B000TUNMW4,B01A982YRO,B003QXZWYW,B00ZY65RUI,B01A0NT3D6,B0013U0EYI,B0015ZC1AQ,B000142FVW,"
A2QRXQPHDMFCQV,"B017GZJFV6,B0058YKIA0,B009G532FA,B004SGZ610,B001EGP680,B0001UWRCI,B002SQ6K1M,B00CLIC7E6,B01GOZ61O8,B00ZVFKY14,"
