	overall	reviewTime	reviewerID	asin	reviewerName	reviewText	unixReviewTime	vote	title	also_buy	rank	main_cat	price
10	5	"03 20, 2018"	ADBJR457XNGP9	106171327X	Cassie	"quick delivery, item as described"	1521504000		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
11	5	"03 15, 2018"	A17O2MV6OUZE54	106171327X	Rob	"best porn hardware yet.  As long as you keep your videos short, you can get many videos stored."	1521072000		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
12	5	"03 14, 2018"	A2Z1WZU3P5GI2P	106171327X	DiverDan	for my underwater camera	1520985600		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
13	5	"03 11, 2018"	A3JLZJNA4VUK91	106171327X	Hunt	Works great!	1520726400		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
14	5	"03 10, 2018"	A2Q85T9VJ6S1DL	106171327X	Harry	Great little card. Great storage and fast shipping	1520640000		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
15	5	"03 9, 2018"	A3EVCVE2L2R269	106171327X	Drew Arner	Exactly what I needed.	1520553600		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
16	4	"03 9, 2018"	A2L4NKP6PBIOFB	106171327X	Enes G.	Whatever i put on this memory it stayed unlike in my own memory.....	1520553600		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
17	5	"03 7, 2018"	A3ASS2MFJZC7XJ	106171327X	Another Guy	Sandisk is my favorite because of the company having Israeli origins.	1520380800		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
18	5	"03 6, 2018"	A1ZG8QBTHFEY40	106171327X	Rick the Rib King	works as advertised.  Using in my Samsung tablet.  Would buy again.	1520294400		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
19	5	"03 5, 2018"	A29QUPMRMIQHLT	106171327X	ESK	Great brand name. I have never had a problem with any sandisk products.	1520208000		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
20	5	"02 28, 2018"	A2T7D9P4TM7L83	106171327X	Keith L. Olsen	Good value	1519776000		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
21	5	"02 28, 2018"	AUGBCGUG05AH7	106171327X	andy dubitsky	"was awesome untill it caught on fire,... probably cuz the raspberry pi caught on fire, .. there was a lot on fire.. always check the power supply before connecting devices,,.on a side note, raspberry pis will NOT handle 120v AC at either the input or USB.. trust me"	1519776000		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
22	5	"02 25, 2018"	A2GS42AIUD1MGE	106171327X	Amazon Customer	Great product	1519516800		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
23	5	"02 21, 2018"	AMVDUH49AEPFH	106171327X	Ron C	constantly needed more space until I bought this. great size and quality no issues yet.	1519171200		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
24	5	"02 19, 2018"	A1JE1EAIHXZXUX	106171327X	Maggie Lou	"as advertised, works with the action camera i purchased it for"	1518998400		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
25	2	"02 8, 2018"	A3AQM5GA7LVDXG	106171327X	Tam Nguyen	it really slow..can't save 4K on it..	1518048000		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
26	5	"02 7, 2018"	AFBUFLBMYZL9	106171327X	Troy Becker	Works well - quality product - Using it in my cell phone for pic/video	1517961600		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
27	5	"02 4, 2018"	AC3G6Y6R6SJ6G	106171327X	Rick A.	did its intended job	1517702400		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
28	5	"01 30, 2018"	AYE0E9FXOMWSU	106171327X	Kenneth Straw	Didn't know that I ordered these.  Not sure how that found their way into my order.	1517270400		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
29	1	"01 29, 2018"	A1AP8HWDAEY1PK	106171327X	Nathaniel T.	Counterfeit!!! A real Sandisk is the one with red top. The one i received is a counterfeit card with a white top and doesn't work. It's a piece of sh! t and I want my money back and the company who sold it to be punished. This is not ok!	1517184000		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
30	5	"01 25, 2018"	A2EL9XWXEKZQ0B	106171327X	stephen	Always a reliable staple for my data needs. Now if only the printed storage space size was the actual usable space size.	1516838400		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
31	5	"01 24, 2018"	A200VJSU12XTCW	106171327X	corgi	Working great. Will purchase more when needed.	1516752000		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
32	5	"01 11, 2018"	A24V92Y6JLMYEB	106171327X	buenvida	Arrived on time and works as expected. No surprises.	1515628800		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
33	5	"01 11, 2018"	A59QKVDBLUBB	106171327X	Mark Maberry	"The professional ultra SanDisk 64GB microSDXC card is working perfectly, it arrived as expected, and was exactly what was pictured and described. I have not needed to contact customer service, but they emailed me to make sure that I was happy with my purchase and to see if there were any problems."	1515628800		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
34	5	"01 11, 2018"	AB6IK9RKZI86E	106171327X	JOHN M.	perfect	1515628800		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
35	5	"01 11, 2018"	A2I9ARBRG7A9L4	106171327X	Kayla Marie	"Easy data transfer. Fits in my phone. It did what it's meant to without coming with a GB already taken from it like many do.
A good little SD card."	1515628800		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
36	5	"01 6, 2018"	AADK8YK4RI53D	106171327X	S. Chan	Perfect	1515196800		"Sandisk SDSDQUA-064G-A11 Professional Ultra 64GB MicroSDXC card is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec) for GoPro HERO4 Black"	[]	"['>#3,722 in Cell Phones &amp; Accessories (See top 100)', '>#42 in Cell Phones &amp; Accessories &gt; Cell Phone Accessories &gt; Micro SD Cards', '>#3,717 in Electronics &gt; Cell Phones &amp; Accessories']"	Computers	$12.99 
37	5	"01 28, 2018"	A1ITRON9ZJR8O7	1413728383	Amazon Customer	"This is the best book I have read in sometime. It has everything, first of all a very relatable hero, references that are absolutely real and underneath it all a serious mystery. All the characters are lovable or hateable but this story lacks nothing. Good plot good characters and a whizbang ending. I would love to read more by this author and I would like to read spinoffs from this main story.can't wait till the next one is available on Kindle"	1517097600		Double Forte': A Gus LeGarde Mystery	[]	"7,782,586 in Books ("	Books	$17.00 
38	5	"01 14, 2018"	ANQMJCL4IG06E	1413728383	Katherine M	"An enjoyable, suspenseful mystery. I look forward to reading more books in the series."	1515888000		Double Forte': A Gus LeGarde Mystery	[]	"7,782,586 in Books ("	Books	$17.00 
39	3	"03 3, 2018"	A5JEHCCMYGBQK	1464120153	TN	"Easy to use, nice firm responsive buttons. Feels like a plastic remote. At the bottom of the remote there is something for a loop strap so you can make sure the clicker doesn't get lost."	1520035200		Iclicker+ Student Remote	"['1541124669', '1541060318', '1451113412', '1611650291', '0134093410', '0393617432', '1617404373', '0470433736', '0393614042', '1285858263', '0321704959', '1506647405', '0534491324', '1133425828', '1498603041', '0470505389', '1464192936', '1260008177', '1259666409', '0691143617', '1305389891', '1442217456', '0321885171', '1305091876', '1464107815', '0969790198', '1429280476', 'B00000JBNX', '1260221067', '1319121810', '0393615146', 'B00000JBNS', 'B00O3K5RSS', '0205149766', '0393929728', '1423208560', '1464114889', '1137527293', '032191029X', '1930882742', 'B00L9J02WW', '0321962753', '0134112830', '1260220818', '0133942651', '1285428943', '0393615154', '1515133478', '0801456711', '1111576718', '1497471540', '0134261259', 'B00WZPUKYY', '1138121096', '1423201892', '0393930033', '111891449X', '1449370829', '1118509315', '1496316762', '1455758302', '1611650240', '0136003680', '0495912883', '0544002342', '1118821785', '1464106037', '0470533692', '1305616693', 'B00KI2D2Q4', '0321984250', '013444728X', '1891389602', '0134059069', '0393617378', '0393932117', '0078026938', '1423215095', '0393615200', '1305105168', '047064804X', '039393750X', '0134203143', '1464125260', '0415627036', '1260220974', '0133902382', '0803614969', '0134073827', '0321931696', '0134436059', '0872201368', '0321867513', '1259133001', '1464143870', '0393614271']"	"175,825 in Books ("	Books	
40	5	"03 3, 2018"	A12MO038LQEDOA	1464120153	David Recarte	I use it every time I go to college	1520035200		Iclicker+ Student Remote	"['1541124669', '1541060318', '1451113412', '1611650291', '0134093410', '0393617432', '1617404373', '0470433736', '0393614042', '1285858263', '0321704959', '1506647405', '0534491324', '1133425828', '1498603041', '0470505389', '1464192936', '1260008177', '1259666409', '0691143617', '1305389891', '1442217456', '0321885171', '1305091876', '1464107815', '0969790198', '1429280476', 'B00000JBNX', '1260221067', '1319121810', '0393615146', 'B00000JBNS', 'B00O3K5RSS', '0205149766', '0393929728', '1423208560', '1464114889', '1137527293', '032191029X', '1930882742', 'B00L9J02WW', '0321962753', '0134112830', '1260220818', '0133942651', '1285428943', '0393615154', '1515133478', '0801456711', '1111576718', '1497471540', '0134261259', 'B00WZPUKYY', '1138121096', '1423201892', '0393930033', '111891449X', '1449370829', '1118509315', '1496316762', '1455758302', '1611650240', '0136003680', '0495912883', '0544002342', '1118821785', '1464106037', '0470533692', '1305616693', 'B00KI2D2Q4', '0321984250', '013444728X', '1891389602', '0134059069', '0393617378', '0393932117', '0078026938', '1423215095', '0393615200', '1305105168', '047064804X', '039393750X', '0134203143', '1464125260', '0415627036', '1260220974', '0133902382', '0803614969', '0134073827', '0321931696', '0134436059', '0872201368', '0321867513', '1259133001', '1464143870', '0393614271']"	"175,825 in Books ("	Books	
